Total Rules: 244972

P0=61633 	P1=63674 	P2=86107 	P3=3425  	P4=30133 	
P5=0     	P6=0     	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 28930

srcMask=0: 23668
 1: 7933	 2:  412	 3:    0	 4:    0	 5:    0	 6:    0	 7:    0	 8:    0	
 9:    0	10:    0	11:    0	12:    0	13:    0	14: 1985	15: 11288	16: 11594	
17: 4833	18:  459	19:    0	20:    0	21:    0	22: 10566	23: 52071	24: 45825	
25: 18298	26: 1972	27:    0	28:    0	29:    0	30: 2141	31: 15647	32: 36280	

dstMask=0: 23668
 1: 43888	 2: 2900	 3:    0	 4:    0	 5:    0	 6:    0	 7:    0	 8:    0	
 9:    0	10:    0	11:    0	12:    0	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19:    0	20:    0	21:    0	22: 2897	23: 14194	24: 12670	
25: 4821	26:  411	27:    0	28:    0	29:    0	30: 1008	31: 10629	32: 31981	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
27	   0	 688	 452	 126	 615	 309	 241	 132	   0	   0
28	   0	 749	 461	 134	 614	 305	 244	 135	   0	   0
29	   0	 986	 484	 136	 615	 313	 245	 124	   0	   0
30	   0	 613	 471	 138	 615	 300	 237	 125	   0	   0
31	   0	 625	 458	 142	 615	 306	 233	 112	   0	   0
32	   0	 757	 459	 142	 614	 304	 244	 128	   0	   0
33	   0	 701	 489	 130	 615	 316	 261	 121	   0	   0
34	   0	 751	 448	 151	 615	 300	 237	 116	   0	   0
35	   0	 578	 479	 123	 615	 309	 239	 128	   0	   0
36	   0	 823	 474	 155	 615	 301	 260	 125	   0	   0
37	   0	 902	 473	 156	 615	 310	 244	 146	   0	   0
38	   0	 799	 473	 131	 615	 312	 228	 127	   0	   0
39	   0	 931	 486	 152	 615	 302	 271	 126	   0	   0
40	   0	 695	 440	 128	 614	 317	 270	 133	   0	   0
41	   0	 789	 454	 149	 615	 308	 258	 105	   0	   0
42	   0	 673	 472	 112	 615	 307	 221	 148	   0	   0
43	   0	1051	 485	 131	 615	 306	 220	 124	   0	   0
44	   0	 644	 439	 119	 615	 302	 245	 114	   0	   0
45	   0	 655	 481	 139	 615	 306	 264	 126	   0	   0
46	   0	 816	 462	 155	 615	 304	 240	 129	   0	   0
47	   0	 928	 473	 166	 614	 309	 273	 124	   0	   0
48	   0	 947	 451	 124	 614	 300	 208	 124	   0	   0
49	   0	1016	 457	 128	 615	 307	 251	 132	   0	   0
50	   0	 659	 475	 148	 615	 306	 235	 133	   0	   0
51	   0	 744	 432	 158	 615	 306	 232	 115	   0	   0
52	   0	 732	 472	 148	 615	 305	 241	 127	   0	   0
53	   0	 796	 487	 139	 615	 312	 236	 130	   0	   0
54	   0	 782	 476	 140	 615	 315	 223	 114	   0	   0
55	   0	 526	 513	 116	 615	 304	 236	 131	   0	   0
56	   0	 822	 490	 116	 615	 309	 261	 160	   0	   0
57	   0	 827	 454	 144	 615	 303	 250	 114	   0	   0
58	   0	 667	 487	 135	 614	 299	 252	 132	   0	   0
59	   0	 883	 440	 139	 615	 319	 249	 132	   0	   0
60	   0	 595	 483	 150	 615	 315	 256	 128	   0	   0
61	   0	 981	 479	 137	 615	 300	 250	 127	   0	   0
62	   0	 806	 412	 133	 614	 298	 253	 125	   0	   0
63	   0	 665	 487	 155	 615	 302	 210	 122	   0	   0
64	1657	 987	 462	 116	   0	 307	 225	 120	   0	   0
65	1664	 802	 466	 137	   0	 305	 235	 126	   0	   0
66	1659	 895	 478	 142	   0	 308	 225	  99	   0	   0
67	1662	 669	 448	 130	   0	 302	 247	 119	   0	   0
68	1666	 576	 446	 154	   0	 312	 225	 135	   0	   0
69	1664	 652	 435	 160	   0	 309	 250	 119	   0	   0
70	1661	 843	 419	 142	   0	 301	 275	 127	   0	   0
71	1662	 833	 464	 163	   0	 311	 250	 141	   0	   0
72	1665	 830	 486	 127	   0	 313	 253	 132	   0	   0
73	1663	 656	 482	 141	   0	 306	 217	 114	   0	   0
74	1663	 710	 465	 150	   0	 315	 251	 125	   0	   0
75	1663	 790	 427	 157	   0	 297	 221	 133	   0	   0
76	1650	 816	 489	 158	   0	 303	 232	 127	   0	   0
77	1664	 872	 470	 163	   0	 306	 224	 140	   0	   0
78	1663	 858	 423	 154	   0	 304	 220	 129	   0	   0
79	1663	 695	 475	 144	   0	 309	 234	 127	   0	   0
80	1661	1013	 476	 160	   0	 316	 215	 121	   0	   0
81	1666	 578	 473	 144	   0	 307	 247	 102	   0	   0
82	1663	 661	 469	 136	   0	 305	 255	 114	   0	   0
83	1663	 619	 474	 177	   0	 310	 246	 131	   0	   0
84	1661	 990	 496	 146	   0	 301	 232	 119	   0	   0
85	1664	 647	 452	 131	   0	 313	 237	 122	   0	   0
86	1665	 988	 457	 171	   0	 304	 249	 119	   0	   0
87	1665	 715	 428	 116	   0	 304	 237	 122	   0	   0
88	1664	 626	 443	 153	   0	 311	 230	 154	   0	   0
89	1663	 644	 490	 115	   0	 312	 237	 134	   0	   0
90	1664	 948	 484	 130	   0	 316	 219	 145	   0	   0
91	1665	 842	 473	 132	   0	 294	 268	 124	   0	   0
92	1666	 802	 459	 134	   0	 299	 202	 129	   0	   0
93	1660	 788	 445	 141	   0	 317	 242	 143	   0	   0
94	1665	 799	 522	 164	   0	 311	 224	 146	   0	   0
95	1665	 796	 487	 139	   0	 302	 229	 149	   0	   0
96	1665	 742	 473	 169	   0	 291	 255	 124	   0	   0
97	1665	 871	 446	 126	   0	 321	 226	 136	   0	   0
98	1658	 855	 444	 133	   0	 308	 245	 103	   0	   0
99	1663	 634	 447	 142	   0	 313	 268	 127	   0	   0
100	1665	 638	 489	 143	   0	 301	 262	 137	   0	   0
101	1664	 846	 484	 134	   0	 308	 231	 127	   0	   0
102	1661	 866	 492	 146	   0	 315	 226	 130	   0	   0
103	1660	 777	 451	 167	   0	 299	 249	 114	   0	   0
104	1664	 720	 437	 147	   0	 303	 220	 133	   0	   0
105	1660	 688	 456	 154	   0	 312	 248	 113	   0	   0
106	1661	 915	 472	 145	   0	 311	 209	 110	   0	   0
107	1659	 941	 456	 152	   0	 307	 248	 128	   0	   0
108	1663	 735	 461	 125	   0	 304	 256	 119	   0	   0
109	1666	 470	 438	 138	   0	 306	 229	 134	   0	   0
110	1666	1012	 498	 160	   0	 304	 241	 112	   0	   0
111	1664	 704	 480	 145	   0	 305	 219	 127	   0	   0
112	1655	 706	 473	 129	   0	 301	 249	 110	   0	   0
113	1660	 876	 414	 138	   0	 309	 260	 116	   0	   0
114	1668	 771	 479	 145	   0	 299	 259	 117	   0	   0
115	1665	 784	 461	 151	   0	 324	 256	 126	   0	   0
116	1665	 838	 447	 144	   0	 312	 250	 132	   0	   0
117	1662	 868	 455	 132	   0	 301	 238	 122	   0	   0
118	1664	 694	 480	 152	   0	 310	 222	 132	   0	   0
119	1658	 719	 440	 157	   0	 306	 245	 127	   0	   0
120	1662	 800	 432	 129	   0	 311	 228	 113	   0	   0
121	1663	1025	 478	 125	   0	 306	 245	 134	   0	   0
122	1661	 660	 477	 126	   0	 310	 229	 125	   0	   0
123	1656	 563	 475	 134	   0	 305	 234	 111	   0	   0
124	1661	 702	 467	 140	   0	 301	 253	 107	   0	   0
125	1659	 807	 495	 152	   0	 309	 256	 119	   0	   0
126	1664	 974	 453	 129	   0	 301	 238	 110	   0	   0
127	1662	 743	 461	 165	   0	 316	 252	 122	   0	   0
128	1665	 834	 459	 154	   0	 306	 235	 124	   0	   0
129	1662	 816	 473	 155	   0	 303	 247	 111	   0	   0
130	1671	 722	 466	 145	   0	 314	 251	 132	   0	   0
131	1667	 678	 469	 147	   0	 298	 220	 123	   0	   0
132	1665	 814	 443	 132	   0	 313	 234	 126	   0	   0
133	1667	 909	 484	 140	   0	 297	 244	 107	   0	   0
134	1667	 815	 496	 163	   0	 312	 227	 132	   0	   0
135	1662	 651	 507	 129	   0	 306	 241	 123	   0	   0
136	1663	 837	 465	 133	   0	 306	 238	 113	   0	   0
137	1667	 950	 469	 140	   0	 307	 245	 109	   0	   0
138	1671	 474	 451	 141	   0	 304	 229	 128	   0	   0
139	1661	 811	 480	 131	   0	 304	 244	 112	   0	   0
140	1667	 654	 451	 148	   0	 305	 234	 136	   0	   0
141	1669	 859	 500	 129	   0	 307	 235	 112	   0	   0
142	1667	 868	 473	 135	   0	 321	 254	 111	   0	   0
143	1667	 811	 502	 131	   0	 298	 228	 149	   0	   0
144	1659	 738	 458	 155	   0	 316	 226	 108	   0	   0
145	1657	 846	 470	 148	   0	 301	 222	 129	   0	   0
146	1664	 670	 487	 141	   0	 307	 234	 126	   0	   0
147	1668	 819	 472	 138	   0	 311	 254	 146	   0	   0
148	1659	 843	 470	 157	   0	 302	 233	 132	   0	   0
149	1664	 774	 451	 145	   0	 309	 225	 108	   0	   0
150	1666	 798	 500	 141	   0	 301	 246	 120	   0	   0
151	1664	 743	 498	 122	   0	 313	 251	 127	   0	   0
152	1665	 626	 469	 147	   0	 301	 214	 112	   0	   0
153	1670	 930	 504	 142	   0	 307	 230	 148	   0	   0
154	1670	 832	 435	 128	   0	 303	 218	 121	   0	   0
155	1660	 889	 454	 129	   0	 318	 241	 120	   0	   0
156	1661	 721	 469	 144	   0	 298	 250	 106	   0	   0
157	1660	 742	 449	 147	   0	 314	 257	 125	   0	   0
158	1669	 711	 488	 149	   0	 310	 244	 123	   0	   0
159	1663	 794	 458	 138	   0	 311	 246	 110	   0	   0
160	1670	 661	 452	 132	   0	 313	 249	 117	   0	   0
161	1670	 804	 480	 140	   0	 308	 235	 128	   0	   0
162	1658	 679	 486	 141	   0	 314	 254	 123	   0	   0
163	1663	 918	 476	 147	   0	 300	 245	 136	   0	   0
164	1665	 850	 490	 157	   0	 296	 251	 122	   0	   0
165	1669	 711	 498	 152	   0	 315	 213	 139	   0	   0
166	1668	 898	 490	 135	   0	 311	 224	 122	   0	   0
167	1658	 738	 466	 139	   0	 302	 247	 133	   0	   0
168	1665	 859	 495	 151	   0	 310	 201	 129	   0	   0
169	1669	 620	 457	 130	   0	 304	 252	 140	   0	   0
170	1667	 923	 483	 165	   0	 312	 196	 151	   0	   0
171	1669	 819	 439	 161	   0	 303	 246	 123	   0	   0
172	1666	 851	 479	 147	   0	 303	 278	 124	   0	   0
173	1667	 865	 448	 139	   0	 309	 248	 126	   0	   0
174	1665	 628	 450	 129	   0	 302	 262	 127	   0	   0
175	1667	 697	 466	 148	   0	 310	 256	 122	   0	   0
176	1668	 811	 486	 122	   0	 296	 248	 120	   0	   0
177	1662	 830	 438	 132	   0	 309	 226	 124	   0	   0
178	1667	 633	 469	 131	   0	 311	 204	 121	   0	   0
179	1666	 755	 505	 160	   0	 303	 217	 128	   0	   0
180	1661	 903	 489	 150	   0	 302	 227	 131	   0	   0
181	1666	 694	 469	 135	   0	 316	 211	 130	   0	   0
182	1669	 781	 487	 124	   0	 307	 258	 124	   0	   0
183	1658	 823	 473	 151	   0	 310	 254	 121	   0	   0
184	1656	 887	 465	 143	   0	 304	 231	 127	   0	   0
185	1664	 943	 452	 132	   0	 307	 212	 127	   0	   0
186	1668	 648	 438	 137	   0	 309	 252	 120	   0	   0
187	1667	 519	 486	 141	   0	 307	 278	 127	   0	   0
188	1669	1206	 480	 127	   0	 312	 225	 123	   0	   0
189	1665	 795	 476	 145	   0	 298	 252	 119	   0	   0
190	1662	 773	 462	 137	   0	 312	 240	 109	   0	   0
191	1660	 480	 462	 126	   0	 304	 224	  97	   0	   0
192	   0	 858	 494	 137	 613	 304	 254	 123	   0	   0
193	   0	 723	 497	 148	 614	 315	 244	 127	   0	   0
194	   0	 682	 458	 150	 614	 314	 250	 133	   0	   0
195	   0	 712	 480	 150	 613	 300	 263	 139	   0	   0
196	   0	 852	 485	 148	 614	 303	 237	 124	   0	   0
197	   0	 870	 438	 150	 613	 314	 251	 121	   0	   0
198	   0	 858	 469	 152	 614	 307	 237	 110	   0	   0
199	   0	 678	 480	 121	 613	 311	 233	 129	   0	   0
200	   0	 662	 443	 121	 613	 309	 239	 123	   0	   0
201	   0	 885	 471	 166	 614	 299	 234	 112	   0	   0
202	   0	 738	 529	 155	 613	 304	 247	 106	   0	   0
203	   0	 958	 502	 161	 614	 302	 269	 132	   0	   0
204	   0	 764	 482	 140	 614	 302	 246	 131	   0	   0
205	   0	 656	 456	 157	 613	 315	 236	 126	   0	   0
206	   0	 641	 456	 129	 613	 309	 210	 119	   0	   0
207	   0	 906	 473	 124	 614	 310	 239	 122	   0	   0
208	   0	1060	 498	 151	 613	 303	 242	 120	   0	   0
209	   0	 741	 476	 150	 614	 310	 222	 121	   0	   0
210	   0	 614	 442	 121	 614	 306	 269	 134	   0	   0
211	   0	 739	 462	 147	 613	 311	 260	 128	   0	   0
212	   0	 936	 508	 129	 613	 319	 245	 137	   0	   0
213	   0	 722	 468	 149	 614	 297	 219	 128	   0	   0
214	   0	 660	 453	 144	 613	 301	 249	 112	   0	   0
215	   0	 749	 473	 145	 614	 309	 247	 132	   0	   0
216	   0	 800	 430	 126	 614	 306	 241	 112	   0	   0
217	   0	 786	 474	 114	 613	 319	 261	 127	   0	   0
218	   0	 987	 468	 130	 614	 294	 255	 120	   0	   0
219	   0	 652	 483	 135	 613	 304	 249	 134	   0	   0
220	   0	 679	 482	 150	 613	 311	 234	  96	   0	   0
221	   0	 886	 458	 153	 614	 310	 248	 128	   0	   0
222	   0	 776	 471	 163	 613	 308	 224	 113	   0	   0
223	   0	 698	 495	 138	 614	 307	 255	 105	   0	   0
224	   0	 907	 439	 159	 614	 305	 255	 135	   0	   0
225	   0	 720	 491	 131	 613	 313	 249	 119	   0	   0
226	   0	 720	 471	 144	 614	 307	 257	 108	   0	   0
227	   0	 743	 466	 151	 613	 309	 280	 125	   0	   0
228	   0	 828	 491	 153	 613	 308	 234	 116	   0	   0
229	   0	1041	 502	 140	 614	 307	 236	 129	   0	   0
230	   0	 621	 467	 129	 613	 305	 223	 124	   0	   0
231	   0	 628	 464	 118	 614	 305	 249	 134	   0	   0
232	   0	 704	 441	 144	 613	 309	 243	 125	   0	   0
233	   0	 837	 472	 142	 614	 311	 246	 141	   0	   0
234	   0	 704	 520	 149	 614	 313	 230	 125	   0	   0
235	   0	 613	 479	 127	 613	 299	 243	 129	   0	   0
236	   0	 866	 500	 149	 613	 318	 231	 132	   0	   0
237	   0	 827	 483	 153	 614	 297	 240	 135	   0	   0
238	   0	 903	 459	 140	 613	 306	 216	 141	   0	   0
239	   0	 794	 462	 140	 614	 307	 225	 126	   0	   0
240	   0	1017	 455	 162	 614	 309	 214	 132	   0	   0
241	   0	1101	 484	 135	 613	 303	 226	 124	   0	   0
242	   0	 479	 474	 130	 613	 303	 244	 122	   0	   0
243	   0	 527	 478	 147	 614	 311	 222	 129	   0	   0
244	   0	1018	 479	 135	 613	 313	 236	 120	   0	   0
245	   0	 661	 452	 152	 614	 301	 239	 113	   0	   0
246	   0	 737	 448	 149	 613	 306	 237	 124	   0	   0
247	   0	 703	 519	 167	 614	 308	 259	 119	   0	   0
248	   0	 861	 493	 146	 613	 306	 268	 134	   0	   0
249	   0	 889	 465	 142	 614	 304	 246	 132	   0	   0
250	   0	 755	 419	 133	 613	 302	 243	 131	   0	   0
251	   0	 734	 501	 132	 614	 313	 274	 114	   0	   0
252	   0	 738	 474	 129	 613	 307	 245	 123	   0	   0
253	   0	 722	 480	 146	 614	 311	 233	 125	   0	   0
254	   0	 566	 492	 163	 613	 313	 250	 112	   0	   0
255	   0	 983	 498	 137	 613	 301	 237	 121	   0	   0
256	32013	13273	79523	83883	166361	   0	17091	29539	128663	244972
var	2111	 787	4921	5213	10342	  19	1049	1831	10776	15251
