Total Rules: 256000

P0=0     	P1=73314 	P2=0     	P3=0     	P4=0     	
P5=0     	P6=72138 	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 588

srcMask=0: 0
 1:    0	 2:    0	 3:    0	 4:    0	 5:    0	 6:   90	 7:  692	 8: 1654	
 9:  932	10:  145	11:    0	12:    0	13:    0	14:  604	15: 4891	16: 12447	
17: 9468	18: 6308	19: 6059	20: 4299	21: 3894	22: 3451	23: 3647	24: 5098	
25: 2849	26:  481	27: 1343	28:  621	29:  225	30: 6182	31: 50600	32: 130020	

dstMask=0: 0
 1:    0	 2:    0	 3:    0	 4:    0	 5:    0	 6:    0	 7:    0	 8:    0	
 9:    0	10:    0	11:    0	12:    0	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19:    0	20:    0	21:    0	22:    0	23:    0	24:    0	
25:  709	26: 7444	27: 23008	28: 26570	29: 16273	30: 5612	31: 50329	32: 126055	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
27	 998	 830	 710	 531	1001	1005	1054	 526	   0	   0
28	 997	 867	 512	 519	1000	 908	1031	 482	   0	  47
29	 997	 920	 595	 410	1001	 951	 981	 501	   0	2567
30	 998	 662	 467	 566	1001	 918	 990	 554	   0	   0
31	 998	 959	 510	 520	1001	 882	1001	 493	   0	1305
32	   9	1156	 692	 441	 402	 949	 981	 470	   0	   0
33	1985	 804	 464	 524	1599	 976	1000	 491	   0	   0
34	  16	 474	 546	 587	 422	 904	1027	 465	   0	   0
35	1981	1074	 623	 570	1580	 811	1016	 506	   0	32748
36	1986	 571	 724	 476	1599	1085	1014	 478	   0	   0
37	  10	1625	 568	 481	 402	 943	 957	 497	   0	   0
38	  14	 434	1096	 432	 404	 825	 972	 509	   0	   0
39	1980	 750	1021	 449	1598	 803	1065	 472	   0	4765
40	  11	1409	 980	 467	 432	 886	1045	 485	   0	   0
41	1983	 385	 729	 495	1569	1090	 987	 502	   0	   0
42	1974	1146	 656	 442	1574	1034	1003	 526	   0	   0
43	  14	1343	 390	 544	 428	1099	 949	 482	   0	   0
44	1978	 456	 868	 478	1594	 881	1019	 478	   0	   0
45	   9	1017	 714	 468	 408	 822	 972	 498	   0	   0
46	  11	 507	 652	 534	 386	 814	1006	 495	   0	   0
47	1982	 610	 416	 488	1615	 770	 976	 475	   0	   0
48	  15	 785	 603	 458	 393	 981	1020	 536	   0	   0
49	1980	 960	1156	 480	1608	 903	1003	 484	   0	   0
50	1984	 548	 745	 552	1586	 928	 986	 486	   0	   0
51	  12	1062	 794	 497	 416	 834	1006	 519	   0	   0
52	1974	1020	 677	 475	1572	 990	 999	 504	   0	   0
53	  18	1088	1057	 452	 430	 982	1039	 509	   0	   0
54	  17	 771	 967	 410	 402	 875	1024	 525	   0	   0
55	1979	 666	1116	 590	1599	 921	 981	 499	   0	   0
56	 999	 426	1148	 488	1001	 953	1012	 513	   0	   0
57	 999	1204	 770	 446	1000	 825	1032	 523	   0	   0
58	 997	 885	 508	 508	1001	 955	 999	 527	   0	   0
59	 996	1005	 870	 515	1001	 985	1000	 510	   0	   0
60	1982	 566	 556	 493	1580	 964	1035	 485	   0	   0
61	  13	1201	 720	 519	 422	 842	 943	 502	   0	   0
62	  10	 822	 476	 604	 392	 884	1018	 504	   0	   0
63	1982	 763	 631	 480	1609	 882	1021	 461	   0	   0
64	1981	 631	 927	 658	1582	 985	1019	 466	   0	   0
65	  11	1189	1105	 472	 420	 914	 952	 480	   0	   0
66	  16	1000	1103	 510	 409	 968	1012	 499	   0	   0
67	1978	 940	 613	 554	1592	1006	1009	 482	   0	   0
68	1982	1293	 920	 532	1602	 946	 972	 502	   0	   0
69	  14	 656	 587	 569	 399	1000	1017	 498	   0	   0
70	  16	 895	 663	 468	 402	 875	 935	 481	   0	   0
71	1976	 559	 941	 495	1600	 899	 956	 490	   0	   0
72	1985	1100	 864	 544	1593	1009	1006	 465	   0	   0
73	   9	1083	 784	 537	 408	 980	 937	 468	   0	   0
74	1986	 467	 908	 582	1569	 801	1012	 465	   0	   0
75	   9	 560	 744	 492	 433	 801	 966	 476	   0	   0
76	  12	 666	 548	 495	 405	 943	 983	 488	   0	   0
77	1982	1038	 481	 582	1596	 911	1026	 480	   0	   0
78	  12	 807	 621	 499	 415	1131	1068	 451	   0	1350
79	1980	1453	 592	 498	1587	1020	1003	 479	   0	   0
80	 996	1003	 575	 493	1001	 989	1022	 475	   0	   0
81	 996	 923	 601	 480	1001	1019	1010	 456	   0	   0
82	 997	 782	1004	 545	1001	 954	1040	 508	   0	   0
83	 997	1113	 793	 527	1000	 936	1019	 443	   0	   0
84	  17	1192	 595	 530	 415	 959	1036	 499	   0	   0
85	1978	 876	 750	 507	1586	1015	1018	 492	   0	   0
86	  14	 725	 832	 437	 416	 873	1006	 516	   0	   0
87	1976	 560	 561	 513	1586	 856	 923	 469	   0	   0
88	 996	1127	 868	 535	1001	 998	1024	 470	   0	   0
89	 996	 888	 828	 610	1001	1008	 985	 514	   0	   0
90	 995	1041	 658	 552	1001	1044	 956	 482	   0	   0
91	 996	1156	 742	 453	1000	1006	 948	 488	   0	   0
92	 998	 582	1143	 563	1000	 817	 941	 509	   0	   0
93	 997	 618	 438	 443	1001	 819	 983	 491	   0	   0
94	 996	 795	 662	 465	1001	 957	 971	 489	   0	   0
95	 997	 974	 998	 455	1001	 889	 951	 491	   0	   0
96	  11	1087	 639	 577	 406	1027	1027	 531	   0	   0
97	1981	 940	1366	 507	1595	 976	 950	 457	   0	   0
98	1982	1117	 978	 579	1579	 901	1012	 497	   0	   0
99	  12	 664	 794	 532	 423	 991	 988	 501	   0	   0
100	   9	 661	 653	 486	 424	 810	 957	 459	   0	   0
101	1984	 411	 490	 481	1577	 812	 963	 520	   0	   0
102	   9	1036	 592	 462	 437	1051	 960	 510	   0	   0
103	1986	1273	 800	 642	1565	1004	 997	 517	   0	   0
104	 997	1223	 769	 452	1001	 954	 995	 466	   0	   0
105	 998	 938	 627	 514	1000	1019	1030	 477	   0	   0
106	 998	 828	 602	 499	1001	 897	1016	 475	   0	   0
107	 998	 594	 587	 612	1001	 911	1013	 505	   0	   0
108	  14	 837	 945	 513	 419	 983	1011	 501	   0	   0
109	1979	1100	 716	 552	1583	 971	1019	 520	   0	   0
110	1984	1003	1056	 453	1602	 930	 983	 479	   0	   0
111	  13	 651	 708	 566	 399	 936	 941	 486	   0	   0
112	  16	 768	 912	 483	 413	 891	1013	 517	   0	   0
113	1979	 753	 619	 419	1589	 880	 975	 502	   0	   0
114	  15	 765	 592	 467	 383	 870	 965	 493	   0	   0
115	1980	 803	 581	 472	1618	 890	 982	 470	   0	   0
116	1977	1518	 706	 515	1592	 894	1021	 486	   0	   0
117	  18	 571	 991	 448	 410	1106	 938	 527	   0	   0
118	1982	 804	1002	 463	1618	1023	1030	 511	   0	   0
119	  13	1184	 780	 498	 383	 991	1032	 482	   0	   0
120	1986	 439	 846	 494	1602	 826	 972	 503	   0	   0
121	  10	 732	1310	 558	 400	 837	 939	 498	   0	   0
122	1973	 905	1033	 525	1607	1026	 965	 498	   0	   0
123	  19	1182	 834	 513	 394	 997	 997	 467	   0	   0
124	  13	1272	 444	 503	 431	 982	1041	 463	   0	   0
125	1978	 821	 700	 470	1571	1087	 982	 489	   0	   0
126	1988	 964	 414	 445	1570	 957	1054	 480	   0	   0
127	   6	 859	 704	 442	 431	 965	 949	 481	   0	   0
128	1979	1167	 662	 482	1579	1072	1059	 512	   0	   0
129	  15	 800	 630	 515	 420	1160	 942	 475	   0	   0
130	   9	1264	 737	 485	 425	1074	1028	 487	   0	   0
131	1984	1027	 940	 456	1574	1136	1018	 496	   0	   0
132	 995	 977	1079	 555	1000	1064	1054	 483	   0	   0
133	 995	 984	1391	 569	 999	1025	1001	 529	   0	   0
134	 998	1426	1171	 531	 999	1222	 980	 496	   0	   0
135	 999	1285	 716	 444	 999	1212	1074	 475	   0	   0
136	1984	 667	 794	 507	1616	1015	 946	 463	   0	   0
137	  11	1003	 655	 422	 382	 996	 996	 478	   0	   0
138	  10	1629	1127	 476	 426	1179	1020	 460	   0	   0
139	1986	1027	1254	 468	1573	1265	 998	 465	   0	   0
140	1972	 833	 749	 529	1589	1025	1014	 518	   0	   0
141	  13	 701	 810	 593	 409	 996	1009	 489	   0	   0
142	1982	2196	 754	 554	1574	1167	 976	 512	   0	   0
143	  13	 899	 597	 447	 425	1321	 996	 484	   0	   0
144	 999	1155	 849	 450	 999	1180	 967	 506	   0	   0
145	 999	1437	 734	 443	 999	1162	 984	 493	   0	   0
146	 996	 807	1068	 466	 999	1004	1029	 511	   0	   0
147	 996	 749	1028	 588	1000	1005	 989	 496	   0	   0
148	1979	1452	 488	 459	1576	1235	 980	 476	   0	   0
149	  16	1248	 726	 552	 423	1226	1023	 490	   0	   0
150	  16	1302	 649	 549	 404	1064	 995	 476	   0	   0
151	1980	 806	 407	 502	1594	1171	1031	 500	   0	   0
152	  18	1190	 660	 485	 415	1267	1003	 511	   0	   0
153	1976	1752	 816	 537	1584	1248	1017	 513	   0	   0
154	1980	 616	 481	 555	1617	1128	 966	 493	   0	   0
155	  14	1338	 559	 566	 381	1016	 974	 492	   0	   0
156	  13	1065	 859	 510	 444	1079	 984	 476	   0	   0
157	1978	1025	 839	 483	1555	1094	1004	 501	   0	 179
158	1982	 704	 630	 558	1625	1102	1076	 515	   0	   0
159	  12	1265	 547	 496	 373	 993	1025	 526	   0	   0
160	1974	 700	 708	 546	1603	 960	 950	 493	   0	   0
161	  14	 756	 842	 444	 395	 967	 977	 482	   0	   0
162	  12	 988	 591	 586	 439	1277	1018	 493	   0	   0
163	1985	1790	 842	 528	1560	1185	1008	 501	   0	   0
164	1982	1255	 715	 604	1572	1161	 986	 493	   0	   0
165	  14	1059	 767	 595	 427	1161	1050	 497	   0	   0
166	1979	1317	1032	 448	1610	1160	1026	 501	   0	   0
167	  14	1071	1052	 594	 388	1156	 970	 508	   0	   0
168	   9	 806	1415	 462	 394	1066	 992	 498	   0	   0
169	1987	1088	 663	 512	1605	1061	1006	 507	   0	   0
170	1985	2114	 511	 667	1625	1233	1007	 519	   0	   0
171	  12	1017	 719	 464	 373	1373	1012	 497	   0	   0
172	 999	1014	1319	 558	 999	 938	 954	 495	   0	   0
173	 999	 557	 650	 701	 999	1034	 960	 501	   0	   0
174	1000	1277	 730	 473	 999	1089	 992	 511	   0	   0
175	 999	1089	1236	 498	1000	1124	 939	 491	   0	   0
176	  11	1743	 596	 412	 390	1081	 993	 476	   0	   0
177	1986	 865	1093	 516	1608	1236	1020	 499	   0	   0
178	1980	 934	1378	 493	1610	 958	 969	 496	   0	   0
179	  12	 606	1102	 579	 389	 971	1002	 486	   0	   0
180	1981	1387	 846	 634	1596	1199	 980	 466	   0	   0
181	  12	1298	1062	 536	 402	1157	1080	 467	   0	   0
182	1980	1048	1096	 533	1594	1141	 954	 483	   0	   0
183	  12	1083	1049	 482	 405	1119	1028	 506	   0	   0
184	1979	1179	 889	 474	1588	1276	 992	 463	   0	   0
185	  12	1470	 668	 540	 411	1226	1021	 486	   0	   0
186	1977	1455	 598	 553	1604	1113	1011	 492	   0	   0
187	  17	 899	 529	 538	 394	1188	 961	 471	   0	   0
188	1982	1516	 620	 448	1617	1050	1015	 482	   0	   0
189	  13	 799	 599	 580	 381	1167	1021	 505	   0	   0
190	1982	 887	 988	 486	1556	1060	 969	 533	   0	   0
191	  13	 744	 771	 479	 443	1032	 993	 483	   0	   0
192	  18	1177	 480	 479	 439	1054	1031	 490	   0	   0
193	1974	1003	 514	 496	1560	1025	 987	 494	   0	   0
194	  21	 844	 921	 514	 407	 981	1010	 506	   0	   0
195	1976	 909	 989	 483	1591	 942	1051	 468	   0	   0
196	  11	 543	1287	 515	 405	1095	1002	 490	   0	   0
197	1983	1485	 853	 453	1593	 956	1033	 515	   0	   0
198	1989	 996	 557	 500	1588	 973	 985	 511	   0	   0
199	   6	 909	 839	 495	 411	 975	1039	 457	   0	   0
200	  17	 983	 883	 526	 397	1050	1019	 472	   0	   0
201	1976	1288	 877	 559	1601	1047	 976	 506	   0	   0
202	  12	 895	 727	 514	 414	1002	 916	 517	   0	   0
203	1985	 843	 693	 444	1585	1036	1040	 463	   0	   0
204	  17	 776	 850	 485	 407	1207	1026	 473	   0	   0
205	1977	1672	 546	 506	1591	 995	 972	 462	   0	   0
206	1982	 458	 837	 449	1567	 918	 995	 470	   0	   0
207	  11	 942	 722	 478	 432	 879	1032	 467	   0	   0
208	 998	1095	 423	 585	 999	 967	1032	 504	   0	   0
209	 999	 837	 472	 618	1000	 998	1022	 507	   0	   0
210	 999	 505	 620	 527	 999	 911	1011	 484	   0	   0
211	 999	 817	 677	 522	 999	 877	 988	 518	   0	   0
212	1982	1194	 493	 558	1606	1296	1050	 483	   0	   0
213	  12	1977	 419	 504	 393	1163	 967	 467	   0	   0
214	  13	 853	 948	 483	 373	 927	 997	 535	   0	   0
215	1982	 596	 658	 507	1625	 948	 991	 520	   0	   0
216	1984	1248	 604	 496	1602	 964	1031	 494	   0	   0
217	   8	 689	 783	 461	 396	1059	1004	 483	   0	   0
218	  10	 868	 658	 502	 414	 987	1003	 508	   0	   0
219	1986	1018	 794	 445	1585	1004	 996	 478	   0	   0
220	 998	 857	 640	 579	1000	 934	 970	 463	   0	   0
221	 999	1027	 728	 505	 999	 967	1105	 518	   0	   0
222	 998	1063	 809	 545	 999	1105	1057	 500	   0	   0
223	 999	1112	 649	 563	 999	1108	 972	 458	   0	   0
224	 996	 871	 608	 459	 999	1219	1031	 541	   0	   0
225	 997	1778	 716	 521	 999	1086	1046	 526	   0	   0
226	 997	 762	 937	 515	 999	 897	1035	 507	   0	   0
227	 997	 637	 827	 476	1000	 910	 953	 450	   0	   0
228	1974	 810	 427	 413	1571	1013	 973	 479	   0	   0
229	  15	1083	 727	 490	 428	 947	1027	 476	   0	   0
230	1979	 904	 822	 607	1572	1032	1001	 476	   0	   0
231	  12	1003	 768	 450	 426	1005	 977	 506	   0	   0
232	1981	 986	 801	 508	1597	 897	1025	 471	   0	   0
233	  14	 564	 742	 589	 402	 974	 987	 511	   0	   0
234	  15	1038	 914	 418	 361	 919	1039	 452	   0	   0
235	1978	 679	 532	 551	1637	 963	1027	 495	   0	   0
236	1976	1375	 675	 444	1599	1203	 955	 500	   0	   0
237	  15	1482	 657	 517	 399	1183	 983	 528	   0	   0
238	1978	 547	 616	 444	1586	1053	1021	 493	   0	   0
239	  13	1220	 956	 486	 413	 923	1023	 475	   0	   0
240	1983	 927	 595	 457	1597	 966	 978	 478	   0	   0
241	   8	 572	 569	 510	 402	 961	1012	 479	   0	   0
242	  16	1220	 926	 474	 386	1046	 989	 509	   0	   0
243	1978	1186	 706	 470	1612	1074	 984	 485	   0	   0
244	 995	1022	1845	 437	 999	 925	 985	 459	   0	   0
245	 996	 692	 744	 460	 999	 972	 973	 484	   0	   0
246	 997	1218	 600	 495	 999	1024	1000	 478	   0	   0
247	 998	1026	 699	 486	1000	1104	1001	 479	   0	   0
248	 994	 761	1235	 472	 999	 930	 985	 490	   0	   0
249	 995	 884	1101	 456	1000	 889	1025	 473	   0	   0
250	 998	 943	 865	 599	 999	1081	1004	 524	   0	   0
251	 998	1221	 627	 452	 999	1073	1039	 473	   0	   0
252	   8	 917	 735	 437	 389	 987	1009	 473	   0	   0
253	1986	 866	1142	 410	1609	 967	1049	 528	   0	   0
254	1972	1224	1280	 473	1583	1051	1005	 501	   0	   0
255	  22	1031	 694	 537	 416	1096	1030	 497	   0	   0
256	 782	8226	49573	67399	   0	   0	   0	129945	256000	86498
var	 850	 549	3046	4164	 516	 130	  70	8059	15937	7978
