Total Rules: 251505

P0=9837  	P1=9673  	P2=0     	P3=0     	P4=281   	
P5=0     	P6=166116	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 69181

srcMask=0: 12054
 1: 6529	 2: 1225	 3:    0	 4:    0	 5:    0	 6:    8	 7:   65	 8:   59	
 9:   69	10:  743	11: 2863	12: 5529	13: 4532	14: 2745	15: 6817	16: 11598	
17: 6054	18: 1997	19: 3839	20: 4974	21: 6669	22: 8624	23: 18754	24: 22153	
25: 14500	26: 15933	27: 20451	28: 13131	29: 5843	30: 6900	31: 15583	32: 31264	

dstMask=0: 12054
 1: 10092	 2:  473	 3:    0	 4:    0	 5:    0	 6:  187	 7: 1230	 8: 2034	
 9: 1224	10:  169	11:  643	12: 1298	13: 1600	14:  483	15:  131	16:  353	
17:  258	18:   25	19:   39	20:   63	21:  853	22: 1746	23: 2051	24: 1618	
25: 1852	26: 8346	27: 15013	28: 9529	29: 2822	30: 8436	31: 52996	32: 106888	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
27	 900	 464	 583	 140	  91	  45	2243	 179	   0	1240
28	 907	1129	 726	 111	   4	  54	 187	 168	   0	  89
29	 906	 789	 603	 114	 176	  48	 242	 177	   0	1454
30	 901	 948	 528	 129	3274	1636	 229	 553	   0	 245
31	 906	1019	 870	 121	  34	  57	 284	 559	   0	4919
32	 907	 798	 505	 109	   0	  44	 998	 694	   0	 317
33	 900	 850	 568	 110	   0	  48	 692	 687	   0	  95
34	 906	1063	 648	 117	  34	  49	1590	 522	   0	 166
35	 905	 677	 588	 118	3460	2602	 593	 524	   0	1493
36	 907	 802	 496	 144	   0	  57	1216	 844	   0	 176
37	 906	 695	 513	 141	   0	  55	2742	 860	   0	   0
38	 906	 510	 714	 134	  26	  49	 166	 551	   0	  79
39	 904	 591	 704	  96	3467	  62	 408	 563	   0	4449
40	 904	1096	 553	 125	  85	 545	 377	 154	   0	   0
41	 907	 656	 530	 111	  85	 169	1211	 161	   0	   0
42	 903	 586	 630	 108	  34	 542	2226	 260	   0	   0
43	 907	 713	 545	 104	3285	 157	 918	 269	   0	  87
44	 905	 607	 495	 126	   0	 162	 540	 574	   0	   0
45	 907	1090	 478	 141	   0	 164	 571	 564	   0	   0
46	 907	 969	 633	 108	  39	3937	 749	 737	   0	   0
47	 903	 914	 618	 106	3446	 183	1530	 737	   0	   0
48	 906	 698	 499	 139	 880	  51	 208	 322	   0	  72
49	 907	 861	 524	 139	 880	  54	1684	 335	   0	   0
50	 900	 759	 612	 156	1686	  53	2162	 237	   0	   0
51	 903	 844	 616	 171	   5	  62	1652	 241	   0	   0
52	 907	 694	 621	 122	   0	  51	 646	1267	   0	   0
53	 906	 887	 535	 127	   0	  59	 307	1271	   0	   0
54	 905	1236	 450	 101	   2	  64	 284	 598	   0	   0
55	 906	 628	 552	  88	3495	1649	 815	 606	   0	   0
56	 907	 810	 729	 116	2851	  60	1426	 427	   0	   0
57	 902	 604	 564	 114	  22	  55	1779	 411	   0	   0
58	 906	 702	 490	 126	   2	3063	 383	 463	   0	   0
59	 902	 784	 426	 121	 165	  63	 306	 492	   0	   0
60	 905	 621	 558	 147	  19	  57	1440	 327	   0	   0
61	 907	 916	 614	 123	1726	1664	1010	 328	   0	   0
62	 905	 659	 527	 121	  84	1647	1669	 862	   0	   0
63	 895	1073	 516	 137	1671	  68	 211	 884	   0	   0
64	 906	 569	 696	  99	  91	 112	 549	 167	   0	   0
65	 904	 777	 536	 118	  90	 113	1492	 156	   0	   0
66	 906	 553	 767	 148	 128	 107	1939	 269	   0	   0
67	 908	 800	 590	 137	3182	 119	 251	 257	   0	   0
68	 903	 721	 675	 103	   3	 121	 930	 582	   0	   0
69	 907	 607	 513	 125	 174	3199	 636	 572	   0	   0
70	 907	 549	 718	 111	3193	 105	 297	 396	   0	   0
71	 905	 859	 584	 131	 114	 132	 328	 388	   0	   0
72	 902	1010	 726	 124	 123	 108	1074	 767	   0	   0
73	 902	 733	 681	 140	3186	 110	 214	 774	   0	   0
74	 906	 661	 545	 134	  93	1790	1128	 573	   0	 176
75	 907	 611	 655	 125	  92	 118	 532	 577	   0	   0
76	 904	 594	 666	 117	3463	 108	 605	 215	   0	   0
77	 899	 849	 681	 118	  31	 114	 185	 208	   0	   0
78	 908	 531	 475	  98	   0	 108	 593	 351	   0	 532
79	 907	 588	 512	 122	   0	 110	 186	 326	   0	 555
80	 904	 715	 480	  98	   1	 112	 748	 411	   0	3452
81	 906	 700	 451	 121	 168	 114	1462	 417	   0	   0
82	 906	 872	 543	 114	  33	 116	1093	 286	   0	   0
83	 908	 618	 469	  91	3263	 106	 595	 273	   0	   0
84	 906	 801	 455	 112	 163	3457	1231	 198	   0	   0
85	 901	 912	 482	 113	   1	 125	 284	 214	   0	   0
86	 905	1093	 591	 109	2748	 130	 538	 410	   0	   0
87	 907	 988	 537	  97	  27	 122	 252	 425	   0	   0
88	 905	 922	 665	 132	2875	 138	 953	 674	   0	  91
89	 907	 856	 523	 134	  95	4052	 480	 646	   0	   0
90	 905	1316	 534	 159	 169	 119	 332	 444	   0	   0
91	 907	1199	 604	 174	   1	 898	 222	 467	   0	   0
92	 908	1191	 703	  98	  82	3028	1795	 257	   0	   0
93	 907	 715	 500	 126	  92	 128	 407	 252	   0	   0
94	 905	 750	 488	 145	  26	 115	 196	 671	   0	   0
95	 907	1159	 639	 113	2890	 126	 883	 636	   0	   0
96	 904	 810	 620	 102	  42	 109	 725	 597	   0	   0
97	 905	 719	 628	 111	3458	 106	 678	 583	   0	 186
98	 903	 572	 544	 115	   0	 110	 953	 387	   0	  89
99	 905	 658	 518	 108	   0	 103	 551	 381	   0	   0
100	 905	1086	 518	 109	   4	1691	 424	 821	   0	   0
101	 905	 864	 621	  97	 169	 114	 208	 872	   0	 171
102	 902	 999	 516	 108	 111	4471	1151	 351	   0	   0
103	 906	 764	 796	  93	3207	 113	 906	 377	   0	   0
104	 906	 715	 577	 102	  98	 104	 169	 332	   0	   0
105	 905	 701	 534	 123	  98	1700	 168	 327	   0	   0
106	 907	 919	 606	 100	3265	3081	 629	 253	   0	   0
107	 907	 956	 553	 101	  25	 112	 346	 285	   0	   0
108	 907	 822	 541	 118	3214	 118	 770	 466	   0	   0
109	 901	 663	 639	 140	 110	4281	 900	 478	   0	   0
110	 906	 895	 596	 139	   1	1719	 327	 182	   0	   0
111	 907	 696	 538	 109	 164	3768	1451	 212	   0	   0
112	 885	 796	 732	 128	  31	 109	 575	 387	   0	   0
113	 907	 707	 585	 128	3288	3195	 970	 415	   0	   0
114	 905	 658	 484	 129	 171	 104	 934	 273	   0	3179
115	 906	 889	 550	 128	   2	  94	 205	 259	   0	   0
116	 907	1503	 606	 130	3294	 100	1069	 268	   0	   0
117	 908	 741	 467	 123	  27	3285	 141	 264	   0	  87
118	 907	 874	 633	 102	  88	2896	1136	 523	   0	 280
119	 907	 627	 506	 105	  85	  87	 699	 498	   0	   0
120	 906	 850	 627	 161	  29	3503	 216	 668	   0	   0
121	 904	1012	 512	 184	3294	 350	 625	 659	   0	   0
122	 907	 593	 552	 140	 159	 320	 149	 177	   0	  83
123	 905	 711	 506	 124	   4	 326	1216	 166	   0	   0
124	 907	 949	 567	  82	  92	 137	 284	 519	   0	   0
125	 898	 566	 565	 104	  93	1823	 253	 522	   0	  85
126	 906	 780	 752	 154	3187	 137	 631	 193	   0	   0
127	 906	1291	 660	 112	 121	3123	1792	 185	   0	   0
128	 905	 583	 513	 122	   2	  55	1230	 187	   0	   0
129	 906	 906	 500	 118	 174	  65	1074	 180	   0	  92
130	 905	 705	 722	  87	3299	  63	 282	 171	   0	   0
131	 905	 815	 552	 110	  31	  66	 369	 162	   0	   0
132	 905	 806	 445	 123	  45	  73	 609	 307	   0	   0
133	 906	 672	 629	 108	3452	1678	 341	 304	   0	   0
134	 906	 624	 484	 123	   0	5023	 217	 408	   0	   0
135	 906	 680	 505	 111	   0	  67	 689	 434	   0	   0
136	 902	 710	 531	 173	3297	 272	 685	 559	   0	   0
137	 898	1221	 604	 164	  29	 279	 369	 535	   0	   0
138	 904	 730	 553	  93	   2	 257	 719	 266	   0	   0
139	 892	 741	 578	 129	 163	 273	1151	 269	   0	   0
140	 901	 818	 729	 123	 159	1267	 487	 251	   0	   0
141	 905	 829	 482	 135	   1	 458	1565	 266	   0	   0
142	 905	 857	 453	 140	  26	  53	 689	 448	   0	   0
143	 905	 903	 527	 143	3319	 857	 730	 444	   0	   0
144	 905	1096	 532	 100	 120	  65	 981	 306	   0	   0
145	 899	 771	 594	  98	3084	2985	 236	 303	   0	   0
146	 906	 730	 440	 129	  92	  65	 761	 569	   0	   0
147	 907	1097	 436	 138	  93	  67	 619	 579	   0	   0
148	 906	 826	 619	 112	  82	3240	 611	 203	   0	   0
149	 906	 678	 723	 102	1676	1738	1010	 214	   0	   0
150	 905	1124	 481	 140	1737	  59	 841	 191	   0	   0
151	 904	 804	 551	 139	  12	1726	1199	 187	   0	   0
152	 906	 603	 561	 103	  79	3121	 720	 116	   0	   0
153	 907	 599	 527	 124	  86	3141	 692	 113	   0	   0
154	 906	 842	 592	 117	2888	2896	 995	 443	   0	   0
155	 906	 792	 589	 134	 122	  95	 244	 447	   0	   0
156	 906	1079	 499	  77	2619	 259	 950	 361	   0	   0
157	 906	 662	 415	  74	  32	3600	1450	 341	   0	   0
158	 904	 791	 461	 118	  91	 264	 316	 145	   0	   0
159	 905	 810	 463	  98	  77	 261	 342	 160	   0	   0
160	 900	 687	 486	 159	  32	3450	 660	 323	   0	   0
161	 905	 981	 499	 156	3298	6792	 523	 302	   0	   0
162	 902	 732	 749	 114	 166	1749	 263	 439	   0	   0
163	 904	 984	 555	 122	   2	  68	 380	 453	   0	   0
164	 887	 964	 576	 125	  91	3408	 306	 346	   0	   0
165	 904	 692	 547	 119	  91	  56	 894	 342	   0	   0
166	 905	 862	 533	 168	 141	  66	 419	 320	   0	   0
167	 902	 706	 536	 161	3166	  64	 374	 318	   0	   0
168	 907	 763	 604	 119	   0	  58	 674	 432	   0	   0
169	 906	1013	 626	 124	   0	  63	 835	 439	   0	   0
170	 906	 738	 440	 116	  32	  54	1134	 366	   0	   0
171	 906	 813	 639	 111	3454	  57	 788	 380	   0	   0
172	 906	 617	 481	 112	3460	  58	 352	 351	   0	   0
173	 906	 712	 497	 120	  34	  69	1276	 359	   0	   0
174	 905	 787	 512	 117	   0	  67	1183	 402	   0	  92
175	 904	 871	 587	 124	   0	  80	 598	 391	   0	   0
176	 903	 766	 457	 147	3320	  55	 537	 132	   0	   0
177	 906	 861	 546	 140	  25	  48	 385	 145	   0	   0
178	 902	 688	 614	 115	  79	  57	2053	 370	   0	   0
179	 906	 846	 579	 123	  79	  43	1830	 357	   0	   0
180	 907	 925	 604	 102	1659	1654	1259	 159	   0	   0
181	 906	 831	 677	 101	  94	  51	 454	 152	   0	   0
182	 903	 907	 523	 139	  19	  53	 282	 301	   0	   0
183	 905	 939	 497	 175	1725	1649	 764	 269	   0	   0
184	 901	 831	 750	 113	  35	3252	 228	 274	   0	   0
185	 906	 809	 598	 119	3291	3234	 619	 292	   0	   0
186	 906	 864	 488	  98	 153	  57	1401	 644	   0	   0
187	 906	 718	 436	 106	   1	  59	 252	 635	   0	   0
188	 905	 839	 567	 121	3284	  61	 704	 776	   0	   0
189	 906	 647	 564	 116	  29	  59	 331	 782	   0	   0
190	 906	 810	 482	 111	   1	  66	 647	 346	   0	   0
191	 906	1046	 593	 139	 171	  54	1048	 360	   0	   0
192	 906	 572	 491	 115	  35	  56	 637	 306	   0	   0
193	 907	 783	 444	 112	3294	  59	 629	 311	   0	   0
194	 905	 951	 544	 101	 172	  70	 474	 368	   0	   0
195	 904	 821	 561	 105	   2	  48	 481	 360	   0	   0
196	 906	 897	 502	 115	 110	3140	1113	 350	   0	   0
197	 907	 496	 668	 111	3201	  62	1206	 321	   0	   0
198	 905	 602	 501	 151	  90	  70	 684	 154	   0	   0
199	 907	 695	 500	 157	  87	3073	 211	 155	   0	   0
200	 906	 847	 663	 130	3451	  49	 487	 457	   0	   0
201	 905	 915	 408	 109	  41	  53	 781	 477	   0	 247
202	 906	 742	 474	 122	   0	  46	1083	 497	   0	 788
203	 906	 854	 507	 125	   0	  63	1644	 503	   0	   0
204	 906	1032	 586	 117	   0	  73	1122	 238	   0	   0
205	 906	 541	 426	  99	   0	  71	1590	 226	   0	   0
206	 906	1071	 686	 127	  40	  73	 951	 404	   0	   0
207	 895	1321	 476	 116	3448	  80	1746	 413	   0	   0
208	 907	 576	 598	 121	 112	 888	 825	 364	   0	   0
209	 906	 585	 495	 126	3201	  84	 817	 380	   0	   0
210	 902	 630	 528	 104	  80	 889	 996	 417	   0	   0
211	 906	 686	 530	 104	  98	  92	 385	 444	   0	   0
212	 907	 758	 487	 107	  83	  80	1869	 153	   0	1013
213	 906	 696	 506	 103	  94	  82	2822	 132	   0	   0
214	 906	 695	 587	 114	  25	  92	1017	 225	   0	   0
215	 906	 664	 515	 111	3292	3424	 415	 244	   0	   0
216	 905	 895	 700	 117	3280	 105	 192	 146	   0	   0
217	 905	 715	 721	 100	  36	  55	1819	 154	   0	1721
218	 906	 682	 516	 110	  79	  80	 547	 229	   0	   0
219	 899	 975	 629	  89	 101	  80	 942	 232	   0	   0
220	 905	1117	 565	 116	 118	 557	 284	 328	   0	   0
221	 906	1033	 489	 125	3184	 575	 474	 342	   0	   0
222	 904	 986	 540	 135	  96	4131	 266	 330	   0	   0
223	 906	 814	 537	 137	  84	 115	 261	 325	   0	   0
224	 907	 776	 519	 124	   0	1744	 786	 430	   0	   0
225	 905	1089	 484	 123	   0	 177	 787	 427	   0	   0
226	 906	 875	 571	 116	3457	1744	 392	 667	   0	   0
227	 906	 828	 553	 118	  32	  61	 598	 661	   0	   0
228	 906	1115	 751	 175	   0	2781	 611	 858	   0	   0
229	 907	 630	 566	 162	   0	 104	1575	 846	   0	   0
230	 902	 581	 513	 121	  37	  80	1763	 438	   0	   0
231	 906	1109	 520	 113	3457	  88	 518	 447	   0	   0
232	 905	 675	 513	 132	  86	3055	 319	 221	   0	   0
233	 904	 575	 499	 169	  87	  67	1159	 210	   0	   0
234	 906	 995	 508	 114	  33	  72	 774	 462	   0	   0
235	 904	 683	 529	 108	3286	  53	 915	 432	   0	   0
236	 906	1227	 593	  89	   0	  77	1132	 707	   0	   0
237	 902	 845	 457	 121	   0	  60	 593	 714	   0	   0
238	 906	 686	 720	 146	3442	  63	 745	 431	   0	   0
239	 892	 684	 621	 137	  37	  55	 987	 446	   0	   0
240	 895	 547	 667	 113	  17	3253	1500	 392	   0	   0
241	 904	 818	 732	  99	1737	  56	 783	 383	   0	   0
242	 905	1249	 493	 175	1656	  66	1531	 291	   0	   0
243	 905	 774	 509	 157	  95	  58	 380	 308	   0	   0
244	 907	 682	 550	 124	  90	3265	 590	 431	   0	   0
245	 899	 917	 717	 136	  90	3261	 973	 425	   0	   0
246	 907	 896	 668	 132	3085	  58	 875	 199	   0	   0
247	 906	 572	 667	 118	 105	  54	1353	 204	   0	   0
248	 902	 909	 731	 142	   3	  76	 356	1052	   0	   0
249	 901	 910	 560	 158	1755	3433	 325	1078	   0	   0
250	 906	 502	 486	 126	 881	  65	1624	 876	   0	   0
251	 907	 695	 498	 114	 882	  63	1252	 852	   0	   0
252	 906	 874	 605	 130	 881	2476	 458	 343	   0	   0
253	 906	 758	 607	 141	 872	4021	1258	 346	   0	   0
254	 905	1252	 550	  97	1760	  71	 274	 930	   0	   0
255	 901	 695	 527	 111	   1	  62	 503	 939	   0	   0
256	19881	23357	62509	114494	31035	7582	5388	100612	251413	50399
var	1181	1415	3857	7120	2304	1383	 608	6241	15652	5684
