P0=61633		P1=63674		P2=86107		P3=3425		P4=30133		
P5=0		P6=0		P7=0		P8=0		P9=0		
P10=0		P11=0		P12=0		P13=0		P14=0		

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4
143	1667	 811	 502	 131	   0	 298	 228	 149
144	1659	 738	 458	 155	   0	 316	 226	 108
145	1657	 846	 470	 148	   0	 301	 222	 129
146	1664	 670	 487	 141	   0	 307	 234	 126
147	1668	 819	 472	 138	   0	 311	 254	 146
148	1659	 843	 470	 157	   0	 302	 233	 132
149	1664	 774	 451	 145	   0	 309	 225	 108
150	1666	 798	 500	 141	   0	 301	 246	 120
151	1664	 743	 498	 122	   0	 313	 251	 127
152	1665	 626	 469	 147	   0	 301	 214	 112
153	1670	 930	 504	 142	   0	 307	 230	 148
154	1670	 832	 435	 128	   0	 303	 218	 121
155	1660	 889	 454	 129	   0	 318	 241	 120
156	1661	 721	 469	 144	   0	 298	 250	 106
157	1660	 742	 449	 147	   0	 314	 257	 125
158	1669	 711	 488	 149	   0	 310	 244	 123
159	1663	 794	 458	 138	   0	 311	 246	 110
160	1670	 661	 452	 132	   0	 313	 249	 117
161	1670	 804	 480	 140	   0	 308	 235	 128
162	1658	 679	 486	 141	   0	 314	 254	 123
163	1663	 918	 476	 147	   0	 300	 245	 136
164	1665	 850	 490	 157	   0	 296	 251	 122
165	1669	 711	 498	 152	   0	 315	 213	 139
166	1668	 898	 490	 135	   0	 311	 224	 122
167	1658	 738	 466	 139	   0	 302	 247	 133
168	1665	 859	 495	 151	   0	 310	 201	 129
169	1669	 620	 457	 130	   0	 304	 252	 140
170	1667	 923	 483	 165	   0	 312	 196	 151
171	1669	 819	 439	 161	   0	 303	 246	 123
172	1666	 851	 479	 147	   0	 303	 278	 124
173	1667	 865	 448	 139	   0	 309	 248	 126
174	1665	 628	 450	 129	   0	 302	 262	 127
175	1667	 697	 466	 148	   0	 310	 256	 122
176	1668	 811	 486	 122	   0	 296	 248	 120
177	1662	 830	 438	 132	   0	 309	 226	 124
178	1667	 633	 469	 131	   0	 311	 204	 121
179	1666	 755	 505	 160	   0	 303	 217	 128
180	1661	 903	 489	 150	   0	 302	 227	 131
181	1666	 694	 469	 135	   0	 316	 211	 130
182	1669	 781	 487	 124	   0	 307	 258	 124
183	1658	 823	 473	 151	   0	 310	 254	 121
184	1656	 887	 465	 143	   0	 304	 231	 127
185	1664	 943	 452	 132	   0	 307	 212	 127
186	1668	 648	 438	 137	   0	 309	 252	 120
187	1667	 519	 486	 141	   0	 307	 278	 127
188	1669	1206	 480	 127	   0	 312	 225	 123
189	1665	 795	 476	 145	   0	 298	 252	 119
190	1662	 773	 462	 137	   0	 312	 240	 109
191	1660	 480	 462	 126	   0	 304	 224	  97
192	   0	 858	 494	 137	 613	 304	 254	 123
193	   0	 723	 497	 148	 614	 315	 244	 127
194	   0	 682	 458	 150	 614	 314	 250	 133
195	   0	 712	 480	 150	 613	 300	 263	 139
196	   0	 852	 485	 148	 614	 303	 237	 124
197	   0	 870	 438	 150	 613	 314	 251	 121
198	   0	 858	 469	 152	 614	 307	 237	 110
199	   0	 678	 480	 121	 613	 311	 233	 129
200	   0	 662	 443	 121	 613	 309	 239	 123
201	   0	 885	 471	 166	 614	 299	 234	 112
202	   0	 738	 529	 155	 613	 304	 247	 106
203	   0	 958	 502	 161	 614	 302	 269	 132
204	   0	 764	 482	 140	 614	 302	 246	 131
205	   0	 656	 456	 157	 613	 315	 236	 126
206	   0	 641	 456	 129	 613	 309	 210	 119
207	   0	 906	 473	 124	 614	 310	 239	 122
208	   0	1060	 498	 151	 613	 303	 242	 120
209	   0	 741	 476	 150	 614	 310	 222	 121
210	   0	 614	 442	 121	 614	 306	 269	 134
211	   0	 739	 462	 147	 613	 311	 260	 128
212	   0	 936	 508	 129	 613	 319	 245	 137
213	   0	 722	 468	 149	 614	 297	 219	 128
214	   0	 660	 453	 144	 613	 301	 249	 112
215	   0	 749	 473	 145	 614	 309	 247	 132
216	   0	 800	 430	 126	 614	 306	 241	 112
217	   0	 786	 474	 114	 613	 319	 261	 127
218	   0	 987	 468	 130	 614	 294	 255	 120
219	   0	 652	 483	 135	 613	 304	 249	 134
220	   0	 679	 482	 150	 613	 311	 234	  96
221	   0	 886	 458	 153	 614	 310	 248	 128
222	   0	 776	 471	 163	 613	 308	 224	 113
223	   0	 698	 495	 138	 614	 307	 255	 105
224	   0	 907	 439	 159	 614	 305	 255	 135
225	   0	 720	 491	 131	 613	 313	 249	 119
226	   0	 720	 471	 144	 614	 307	 257	 108
227	   0	 743	 466	 151	 613	 309	 280	 125
228	   0	 828	 491	 153	 613	 308	 234	 116
229	   0	1041	 502	 140	 614	 307	 236	 129
230	   0	 621	 467	 129	 613	 305	 223	 124
231	   0	 628	 464	 118	 614	 305	 249	 134
232	   0	 704	 441	 144	 613	 309	 243	 125
233	   0	 837	 472	 142	 614	 311	 246	 141
234	   0	 704	 520	 149	 614	 313	 230	 125
235	   0	 613	 479	 127	 613	 299	 243	 129
236	   0	 866	 500	 149	 613	 318	 231	 132
237	   0	 827	 483	 153	 614	 297	 240	 135
238	   0	 903	 459	 140	 613	 306	 216	 141
239	   0	 794	 462	 140	 614	 307	 225	 126
240	   0	1017	 455	 162	 614	 309	 214	 132
241	   0	1101	 484	 135	 613	 303	 226	 124
242	   0	 479	 474	 130	 613	 303	 244	 122
243	   0	 527	 478	 147	 614	 311	 222	 129
244	   0	1018	 479	 135	 613	 313	 236	 120
245	   0	 661	 452	 152	 614	 301	 239	 113
246	   0	 737	 448	 149	 613	 306	 237	 124
247	   0	 703	 519	 167	 614	 308	 259	 119
248	   0	 861	 493	 146	 613	 306	 268	 134
249	   0	 889	 465	 142	 614	 304	 246	 132
250	   0	 755	 419	 133	 613	 302	 243	 131
251	   0	 734	 501	 132	 614	 313	 274	 114
252	   0	 738	 474	 129	 613	 307	 245	 123
253	   0	 722	 480	 146	 614	 311	 233	 125
254	   0	 566	 492	 163	 613	 313	 250	 112
255	   0	 983	 498	 137	 613	 301	 237	 121
256	32013	13273	79523	83883	166361	   0	17091	29539
var	1145635833	159478501	-2147483648	-2147483648	-2147483648	-2147483648	1637226752	-2147483648
