Total Rules: 141807

P0=46149 	P1=2265  	P2=0     	P3=0     	P4=0     	
P5=0     	P6=76645 	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 30529

srcMask=0: 3712
 1: 3284	 2:  679	 3:    0	 4:    0	 5:    0	 6:  120	 7:  753	 8: 1024	
 9:  572	10:  880	11: 3687	12: 5918	13: 4736	14: 1186	15: 6774	16: 11726	
17: 8975	18: 1470	19:  143	20:  854	21: 1209	22: 2183	23: 7845	24: 13125	
25: 10333	26: 2582	27:  528	28:  719	29:  543	30: 1764	31: 13577	32: 30906	

dstMask=0: 3712
 1: 4079	 2:  715	 3:    0	 4:    0	 5:    0	 6:  150	 7:  974	 8: 1222	
 9:  621	10: 1310	11: 4687	12: 5171	13: 3192	14:  853	15: 4482	16: 7328	
17: 5586	18:  827	19:  141	20:  719	21: 1087	22: 1889	23: 7122	24: 12643	
25: 9788	26: 2673	27:  582	28:  511	29:  432	30: 2008	31: 17389	32: 37527	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
97	   0	 964	 534	   0	   8	   2	  87	 245	   0	   0
98	  22	1632	   0	  42	  18	 117	1290	   4	   0	   0
99	1886	 168	   0	  39	2386	1597	 232	   3	   0	   0
100	   0	   0	1218	 292	   0	   1	 528	   0	   0	   0
101	   0	   0	 264	 271	   0	   0	 109	   2	   0	   0
102	  15	   0	   0	 255	2204	 147	   5	   2	   0	   0
103	2043	   0	   0	 230	  18	1855	   5	   2	   0	   0
104	   0	   0	   0	   0	   4	1932	   3	 322	   0	   0
105	   0	   0	   0	   0	   4	1708	   5	 271	   0	   0
106	2038	   0	 847	   0	1749	   0	   3	 154	   0	   0
107	  16	   0	 181	   0	  19	   4	   6	 171	   0	   0
108	   0	 180	 200	 420	   5	   0	 183	   0	   0	   0
109	   0	1380	 861	 466	   4	   2	  35	   3	   0	   0
110	  18	   0	   0	   0	  13	   1	   4	 315	   0	   0
111	2022	   0	   0	   0	2006	   3	   6	 283	   0	   0
112	   8	   0	   0	 123	   4	   2	1238	   1	   0	   0
113	1114	   0	   0	 140	  68	   3	 886	   5	   0	   0
114	1296	 182	   0	 139	1690	   2	1382	   2	   0	   0
115	   8	1459	   0	 145	  19	   3	 272	   3	   0	   0
116	   0	   0	 102	 735	   8	1623	1389	   3	   0	   0
117	   0	   0	 529	 749	 957	 105	 259	   1	   0	   0
118	  17	   0	 870	   0	   7	   0	1322	   0	   0	   0
119	2106	   0	 200	   0	1204	   0	 254	   0	   0	   0
120	   0	 164	   0	 627	   5	1814	   4	   3	   0	   0
121	   0	1405	   0	 637	   6	 122	   1	   1	   0	   0
122	1918	 940	   0	 132	1743	1870	1313	 580	   0	   0
123	  15	 954	   0	 133	  16	 142	 252	 724	   0	   0
124	   0	   0	 178	   0	   3	  69	1184	   0	   0	   0
125	   0	   0	 892	   0	   3	 938	 220	   4	   0	   0
126	2012	   0	   0	  76	2144	   2	   6	 476	   0	   0
127	   9	   0	   0	  76	  27	   1	   4	 475	   0	 381
128	  15	   0	   0	   0	2562	4674	   2	 238	   0	   0
129	2270	   0	   0	   0	  18	 361	   6	 188	   0	   0
130	   0	   0	   0	   0	   6	   2	   3	  52	   0	   0
131	   0	   0	   0	   0	   7	   2	   4	  21	   0	   0
132	   0	   0	 524	   0	   8	   1	  35	   1	   0	   0
133	   0	   0	 122	   0	   9	   1	 179	   2	   0	   0
134	  19	  92	 910	  39	  17	   2	   1	 198	   0	   0
135	2001	 963	 180	  35	2443	   1	   4	 186	   0	   0
136	  11	1572	 211	 224	1249	1545	   1	  34	   0	   0
137	1889	1667	 900	 218	  10	 117	   6	  70	   0	   0
138	   0	 966	   0	 238	1318	   2	1341	 331	   0	   0
139	   0	  90	   0	 234	   8	   4	 859	 246	   0	   0
140	   0	1422	 393	   0	   7	   2	 333	   2	   0	   0
141	   0	 162	1837	   0	   7	   4	  45	   2	   0	   0
142	1922	   0	 899	 205	2434	 135	2033	 119	   0	   0
143	  16	   0	 184	 237	  19	1619	 371	 132	   0	   0
144	   0	   0	   0	  47	   4	   3	   2	  25	   0	   0
145	   0	   0	   0	  47	   5	   6	   4	  24	   0	   0
146	  16	1696	   0	   0	  23	   1	   4	   3	   0	   0
147	1885	1898	   0	   0	2000	   3	   2	   1	   0	   0
148	   0	1526	   0	  23	   6	  77	 131	1124	   0	   0
149	   0	 190	   0	  24	   7	 982	 690	1189	   0	   0
150	1901	1399	   0	   0	2134	   1	 245	 660	   0	   0
151	  13	 162	   0	   0	  19	   3	1282	 706	   0	   0
152	2119	   0	 186	   0	2098	 912	   3	 233	   0	   0
153	  16	   0	 939	   0	  11	  61	   2	  47	   0	   0
154	   0	   0	   0	  13	   4	   2	 115	 399	   0	   0
155	   0	   0	   0	  12	   4	   1	 614	 400	   0	   0
156	  22	1497	   0	 228	  13	 367	 973	   1	   0	   0
157	1989	 164	   0	 210	1232	  31	 165	   2	   0	   0
158	   0	   0	   0	   0	 927	   2	 543	 203	   0	   0
159	   0	   0	   0	   0	  10	   3	  86	 190	   0	   0
160	   4	   0	   0	   0	  19	   7	 180	   0	   0	   0
161	1152	   0	   0	   0	2422	   6	 997	   2	   0	   0
162	1152	   0	   0	   0	   1	 625	2621	 359	   0	   0
163	  13	   0	   0	   0	  89	1928	2259	 347	   0	   0
164	   0	   0	   0	   0	   5	  98	   4	   2	   0	   0
165	   0	   0	   0	   0	   6	1407	   1	   2	   0	   0
166	  18	   0	   0	   0	2182	   0	 117	 325	   0	   0
167	2036	   0	   0	   0	  18	   2	 711	 344	   0	   0
168	1148	1405	   0	   0	1939	  78	   1	   8	   0	   0
169	   9	 173	   0	   0	  21	 975	   5	  10	   0	   0
170	   7	 336	 201	 472	   5	 107	   3	   0	   0	   0
171	1181	2944	 923	 466	  71	1389	   3	   3	   0	   0
172	   9	   0	 114	   0	  79	   2	 686	 204	   0	   0
173	1244	   0	 509	   0	   1	   2	 133	 179	   0	   0
174	   7	1545	   0	 307	  13	1934	  30	   3	   0	   0
175	1166	 181	   0	 285	1675	 178	 342	   3	   0	   0
176	   0	   0	 198	   0	   1	   2	 551	   2	   0	   0
177	   0	   0	 881	   0	   8	   3	  96	   2	   0	   0
178	2145	   0	   0	 235	1867	  79	   1	 695	   0	   0
179	  18	   0	   0	 239	  15	1035	   4	 616	   0	   0
180	   0	   0	 192	   0	   8	   6	 170	 333	   0	   0
181	   0	   0	 915	   0	   7	   3	 939	 248	   0	   0
182	  17	   0	   0	   0	  14	   3	2295	 135	   0	   0
183	2000	   0	   0	   0	2029	   2	 378	 166	   0	   0
184	  13	1559	1414	 126	  19	   1	 202	 678	   0	   0
185	2041	 158	 314	 130	2052	   2	1101	 627	   0	   0
186	   0	1656	   0	   0	   6	1935	 260	   1	   0	   0
187	   0	1656	   0	   0	   6	1774	1331	   2	   0	   0
188	1272	   0	 196	   0	  68	  46	   2	 584	   0	   0
189	  11	   0	 881	   0	   8	 770	   0	 313	   0	   0
190	1147	1407	 199	   0	1826	   2	 210	   4	   0	   0
191	   8	 172	 932	   0	  16	   3	1071	   1	   0	   0
192	1929	1511	 211	 177	  18	   1	 204	  67	   0	   0
193	  18	1050	 850	 181	2042	  18	1149	  21	   0	   0
194	   0	 187	   0	   0	   6	   2	 110	  11	   0	   0
195	   0	1406	   0	   0	   5	   4	 615	  14	   0	   0
196	   0	   0	   0	   0	   5	 145	   2	 246	   0	   0
197	   0	   0	   0	   0	   4	1900	   3	 259	   0	   0
198	  16	   0	 550	 224	  11	1545	 136	   2	   0	   0
199	1924	   0	 116	 219	2129	 111	 672	   2	   0	   0
200	   0	1410	   0	  41	   5	   3	   1	 681	   0	   0
201	   0	 204	   0	  43	   6	   3	   1	 477	   0	   0
202	2086	 825	   0	 320	1771	   0	 177	  10	   0	   0
203	  16	  93	   0	 336	  12	   1	 999	  10	   0	   0
204	  17	 844	 512	 494	1917	1673	   3	  24	   0	   0
205	2040	 115	 133	 469	  17	1099	   4	  25	   0	   0
206	   0	1449	   0	   0	   0	   0	   5	   0	   0	   0
207	   0	 196	   0	   0	   0	   3	   6	   0	   0	   0
208	   0	1672	   0	 409	  12	   3	1270	  11	   0	   0
209	   0	1640	   0	 436	1291	   1	 230	  12	   0	   0
210	1951	 104	   0	 217	1260	   5	   2	 350	   0	   0
211	  13	 826	   0	 242	  12	  15	   1	 324	   0	   0
212	1948	   0	 197	   0	  21	   3	   3	   2	   0	   0
213	  11	   0	 901	   0	2330	   8	   5	   1	   0	   0
214	   0	   0	   0	   0	   5	   7	   6	   1	   0	   0
215	   0	   0	   0	   0	   5	   2	   3	   1	   0	   0
216	1165	 184	2187	   0	  27	  10	   2	   1	   0	   0
217	  10	1466	2150	   0	2479	   4	   2	   1	   0	   0
218	   7	   0	1300	   0	   0	  83	 199	   1	   0	   0
219	1171	   0	 843	   0	   0	 870	1083	   2	   0	   0
220	2091	 115	   0	 437	2462	 135	   1	 564	   0	   0
221	  15	 888	   0	 448	  20	1831	   1	 454	   0	   0
222	   0	   0	 185	 384	   6	 107	   2	   4	   0	   0
223	   0	   0	 921	 375	   5	1445	   2	   0	   0	   0
224	   0	1457	   0	   0	   5	1613	   3	   2	   0	   0
225	   0	 180	   0	   0	   4	 114	   6	   1	   0	   0
226	2129	1430	   0	 251	1032	2992	   1	 271	   0	   0
227	  12	 179	   0	 238	  20	1187	   8	 275	   0	   0
228	1924	1459	   0	 449	 629	   2	  72	  91	   0	   0
229	  17	 173	   0	 439	  21	   1	 570	  83	   0	   0
230	   0	   0	 207	 491	   5	 147	   2	  28	   0	   0
231	   0	   0	 928	 458	   5	1901	   5	  21	   0	   0
232	   0	1559	 971	   0	   6	 145	1352	 248	   0	   0
233	   0	 198	 186	   0	   6	1944	1171	 325	   0	   0
234	  18	   0	   0	 246	  23	   1	   2	   9	   0	   0
235	2057	   0	   0	 245	 526	   5	   3	  10	   0	   0
236	   8	   0	 187	   0	   6	 121	 986	 785	   0	   0
237	1305	   0	 965	   0	  86	1693	 181	 784	   0	   0
238	   5	 165	 107	   0	  18	   3	   1	 155	   0	   0
239	1131	1384	 547	   0	1166	   5	   3	 137	   0	   0
240	   9	   0	   0	   0	  15	1797	 851	 337	   0	   0
241	1969	   0	   0	   0	1945	 125	1078	 365	   0	   0
242	   0	   0	 368	   0	   6	   4	 547	 338	   0	   0
243	   0	   0	 362	   0	   6	  19	  96	 359	   0	   0
244	  15	1832	   0	   0	  14	   8	   1	   3	   0	   0
245	1938	1651	   0	   0	1723	   5	   1	   0	   0	   0
246	   0	1409	 997	 560	   8	  11	   2	   3	   0	   0
247	   0	 182	 752	 597	   9	   8	   6	   1	   0	   0
248	1219	   0	 123	   0	2109	   5	1180	  13	   0	   0
249	   7	   0	 516	   0	  17	   5	 216	  12	   0	   0
250	   8	   0	 530	 219	   1	   0	   3	   1	   0	   0
251	1295	   0	 103	 221	  80	   6	   1	   4	   0	   0
252	  17	   0	   0	 468	  21	1667	   2	 143	   0	   0
253	2082	   0	   0	 465	2353	 120	   4	 152	   0	   0
254	   0	   0	 112	 222	   9	   5	   4	 183	   0	   0
255	   0	   0	 512	 228	   8	   1	   2	 178	   0	   0
256	8548	24777	34405	43171	12017	21538	24699	46026	141807	92030
var	 963	1651	2170	2685	1114	1505	1610	2864	8828	6212
