P0=69569 	P1=93263 	P2=0     	P3=0     	P4=0     	
P5=0     	P6=26420 	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 27671

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
75	   0	 470	 422	 211	   0	 893	 847	 466	   0	   0
76	   0	 465	 440	 226	   0	 889	 867	 484	   0	   0
77	   0	 477	 414	 214	   0	 890	 890	 465	   0	   0
78	   0	 487	 452	 219	   0	 884	 886	 456	   0	   0
79	   0	 465	 436	 248	   0	 891	 866	 448	   0	   0
80	   0	 475	 405	 214	   0	 890	 934	 514	   0	   0
81	   0	 468	 437	 204	   0	 892	 891	 529	   0	   0
82	   0	 472	 416	 232	   0	 893	 841	 489	   0	   0
83	   0	 478	 459	 211	   0	 893	 980	 493	   0	   0
84	   0	 469	 422	 232	   0	 894	 940	 488	   0	   0
85	   0	 483	 415	 255	   0	 891	 865	 507	   0	   0
86	   0	 472	 416	 208	   0	 886	 882	 488	   0	   0
87	   0	 473	 430	 217	   0	 892	 864	 460	   0	   0
88	   0	 470	 439	 219	   0	 886	 866	 456	   0	   0
89	   0	 480	 422	 249	   0	 891	 855	 467	   0	   0
90	   0	 478	 414	 231	   0	 891	 921	 514	   0	   0
91	   0	 470	 414	 223	   0	 891	 890	 488	   0	   0
92	   0	 474	 417	 241	   0	 894	 866	 469	   0	   0
93	   0	 478	 391	 253	   0	 889	 913	 465	   0	   0
94	   0	 475	 415	 216	   0	 892	 876	 490	   0	   0
95	   0	 472	 437	 243	   0	 891	 915	 471	   0	   0
96	   0	 476	 412	 223	   0	 890	 884	 465	   0	   0
97	   0	 468	 403	 220	   0	 892	 925	 468	   0	   0
98	   0	 478	 392	 217	   0	 888	 847	 467	   0	   0
99	   0	 480	 446	 230	   0	 894	 911	 488	   0	   0
100	   0	 466	 440	 214	   0	 890	 887	 476	   0	   0
101	   0	 479	 431	 247	   0	 891	 882	 451	   0	   0
102	   0	 466	 419	 246	   0	 890	 880	 452	   0	   0
103	   0	 479	 451	 234	   0	 894	 916	 480	   0	   0
104	   0	 476	 451	 185	   0	 891	 900	 469	   0	   0
105	   0	 473	 410	 214	   0	 890	 874	 528	   0	   0
106	   0	 472	 451	 238	   0	 886	 905	 501	   0	   0
107	   0	 469	 428	 218	   0	 885	 850	 447	   0	   0
108	   0	 472	 427	 197	   0	 887	 902	 482	   0	   0
109	   0	 473	 425	 231	   0	 895	 894	 508	   0	   0
110	   0	 466	 448	 222	   0	 895	 851	 461	   0	   0
111	   0	 477	 388	 203	   0	 889	 900	 482	   0	   0
112	   0	 480	 417	 232	   0	 889	 923	 490	   0	   0
113	   0	 468	 430	 221	   0	 892	 834	 474	   0	   0
114	   0	 474	 399	 230	   0	 888	 883	 506	   0	   0
115	   0	 479	 434	 212	   0	 892	 933	 535	   0	   0
116	   0	 466	 459	 226	   0	 889	 934	 446	   0	   0
117	   0	 472	 422	 231	   0	 889	 863	 462	   0	   0
118	   0	 480	 449	 265	   0	 888	 894	 505	   0	   0
119	   0	 468	 418	 231	   0	 893	 931	 502	   0	   0
120	   0	 468	 459	 239	   0	 891	 867	 499	   0	   0
121	   0	 481	 415	 232	   0	 890	 861	 466	   0	   0
122	   0	 466	 444	 207	   0	 890	 909	 478	   0	   0
123	   0	 477	 396	 224	   0	 888	 868	 461	   0	   0
124	   0	 469	 433	 212	   0	 893	 886	 475	   0	   0
125	   0	 476	 415	 216	   0	 890	 904	 444	   0	   0
126	   0	 482	 482	 209	   0	 893	 896	 484	   0	   0
127	   0	 467	 419	 192	   0	 894	 899	 495	   0	   0
128	 946	 475	 441	 201	   0	 887	 845	 516	   0	   0
129	 947	 465	 410	 219	   0	 893	 927	 530	   0	   0
130	 947	 481	 395	 226	   0	 889	 855	 508	   0	   0
131	 946	 472	 421	 223	   0	 888	 853	 463	   0	   0
132	 947	 470	 466	 222	   0	 892	 891	 483	   0	   0
133	 946	 475	 423	 238	   0	 893	 929	 501	   0	   0
134	 947	 480	 415	 256	   0	 891	 848	 495	   0	   0
135	 946	 470	 443	 202	   0	 889	 924	 489	   0	   0
136	 947	 480	 399	 226	   0	 887	 943	 459	   0	   0
137	 946	 462	 403	 251	   0	 890	 930	 439	   0	   0
138	 947	 477	 447	 220	   0	 891	 884	 461	   0	   0
139	 946	 477	 432	 252	   0	 893	 941	 491	   0	   0
140	 947	 474	 420	 211	   0	 892	 846	 472	   0	   0
141	 946	 475	 420	 239	   0	 895	 922	 496	   0	   0
142	 946	 472	 460	 251	   0	 888	 880	 476	   0	   0
143	 947	 469	 450	 223	   0	 888	 932	 498	   0	   0
144	 947	 477	 435	 227	   0	 889	 902	 481	   0	   0
145	 946	 461	 444	 220	   0	 889	 872	 463	   0	   0
146	 946	 483	 401	 246	   0	 891	 905	 509	   0	   0
147	 947	 478	 433	 234	   0	 893	 854	 473	   0	   0
148	 946	 480	 391	 220	   0	 891	 903	 440	   0	   0
149	 947	 468	 433	 219	   0	 890	 882	 509	   0	   0
150	 946	 478	 420	 236	   0	 882	 909	 454	   0	   0
151	 947	 470	 436	 230	   0	 896	 879	 495	   0	   0
152	 946	 476	 417	 229	   0	 889	 928	 512	   0	   0
153	 946	 477	 435	 222	   0	 891	 903	 416	   0	   0
154	 947	 473	 453	 225	   0	 887	 885	 477	   0	   0
155	 946	 470	 411	 239	   0	 890	 899	 495	   0	   0
156	 946	 472	 407	 236	   0	 891	 853	 476	   0	   0
157	 947	 466	 447	 205	   0	 891	 825	 489	   0	   0
158	 946	 475	 406	 234	   0	 892	 912	 478	   0	   0
159	 947	 475	 389	 240	   0	 891	 908	 486	   0	   0
160	 946	 475	 405	 251	   0	 890	 864	 468	   0	   0
161	 947	 479	 435	 255	   0	 892	 886	 522	   0	   0
162	 947	 480	 447	 244	   0	 894	 903	 444	   0	   0
163	 946	 469	 412	 213	   0	 890	 919	 496	   0	   0
164	 947	 462	 395	 219	   0	 886	 907	 494	   0	   0
165	 946	 483	 422	 234	   0	 890	 918	 493	   0	   0
166	 947	 474	 393	 217	   0	 893	 836	 457	   0	   0
167	 946	 470	 430	 227	   0	 890	 887	 480	   0	   0
168	 946	 471	 465	 230	   0	 890	 833	 456	   0	   0
169	 947	 475	 437	 235	   0	 893	 916	 489	   0	   0
170	 946	 475	 421	 247	   0	 890	 874	 457	   0	   0
171	 947	 469	 390	 227	   0	 888	 889	 490	   0	   0
172	 947	 478	 418	 214	   0	 889	 885	 470	   0	   0
173	 946	 471	 433	 231	   0	 891	 886	 484	   0	   0
174	 947	 478	 429	 241	   0	 892	 851	 465	   0	   0
175	 946	 463	 415	 214	   0	 891	 874	 449	   0	   0
176	 946	 476	 418	 201	   0	 891	 899	 498	   0	   0
177	 947	 465	 436	 198	   0	 891	 864	 461	   0	   0
178	 947	 484	 415	 224	   0	 893	 891	 463	   0	   0
179	 946	 471	 450	 203	   0	 894	 906	 495	   0	   0
180	 947	 474	 434	 214	   0	 889	 865	 504	   0	   0
181	 946	 475	 389	 235	   0	 887	 918	 510	   0	   0
182	 946	 470	 427	 210	   0	 888	 913	 481	   0	   0
183	 947	 477	 454	 244	   0	 893	 906	 484	   0	   0
184	 946	 468	 434	 226	   0	 891	 929	 486	   0	   0
185	 947	 473	 451	 217	   0	 890	 864	 486	   0	   0
186	 947	 472	 399	 214	   0	 890	 871	 458	   0	   0
187	 946	 477	 418	 252	   0	 891	 883	 447	   0	   0
188	 947	 480	 395	 202	   0	 890	 910	 506	   0	   0
189	 946	 473	 429	 230	   0	 894	 858	 476	   0	   0
190	 947	 470	 422	 206	   0	 891	 922	 480	   0	   0
191	 946	 476	 430	 222	   0	 887	 857	 474	   0	   0
192	   0	 469	 427	 219	   0	 890	 904	 465	   0	   0
193	   0	 479	 418	 231	   0	 887	 918	 483	   0	   0
194	   0	 469	 440	 250	   0	 889	 916	 481	   0	   0
195	   0	 472	 422	 223	   0	 889	 869	 464	   0	   0
196	   0	 479	 461	 218	   0	 889	 874	 451	   0	   0
197	   0	 474	 411	 251	   0	 891	 911	 499	   0	   0
198	   0	 474	 433	 245	   0	 892	 910	 476	   0	   0
199	   0	 471	 414	 227	   0	 891	 906	 487	   0	   0
200	   0	 478	 438	 227	   0	 891	 877	 515	   0	   0
201	   0	 471	 396	 220	   0	 891	 891	 475	   0	   0
202	   0	 472	 455	 264	   0	 894	 937	 480	   0	   0
203	   0	 473	 429	 214	   0	 889	 899	 495	   0	   0
204	   0	 461	 420	 240	   0	 889	 833	 439	   0	   0
205	   0	 479	 393	 220	   0	 890	 808	 466	   0	   0
206	   0	 477	 398	 235	   0	 891	 875	 476	   0	   0
207	   0	 477	 413	 256	   0	 895	 906	 481	   0	   0
208	   0	 481	 393	 194	   0	 889	 894	 479	   0	   0
209	   0	 464	 412	 206	   0	 887	 925	 485	   0	   0
210	   0	 468	 432	 209	   0	 891	 879	 500	   0	   0
211	   0	 476	 427	 230	   0	 887	 912	 461	   0	   0
212	   0	 472	 443	 222	   0	 892	 874	 474	   0	   0
213	   0	 472	 449	 248	   0	 893	 896	 499	   0	   0
214	   0	 475	 397	 236	   0	 893	 916	 452	   0	   0
215	   0	 472	 433	 248	   0	 891	 896	 444	   0	   0
216	   0	 475	 420	 212	   0	 891	 886	 489	   0	   0
217	   0	 477	 447	 217	   0	 889	 843	 502	   0	   0
218	   0	 476	 426	 212	   0	 891	 872	 489	   0	   0
219	   0	 466	 420	 232	   0	 894	 920	 473	   0	   0
220	   0	 478	 430	 213	   0	 892	 856	 512	   0	   0
221	   0	 478	 453	 231	   0	 889	 912	 484	   0	   0
222	   0	 465	 435	 201	   0	 889	 905	 473	   0	   0
223	   0	 473	 412	 247	   0	 891	 873	 448	   0	   0
224	   0	 467	 410	 208	   0	 892	 865	 466	   0	   0
225	   0	 471	 413	 209	   0	 890	 939	 487	   0	   0
226	   0	 473	 444	 218	   0	 890	 920	 472	   0	   0
227	   0	 471	 435	 231	   0	 892	 907	 486	   0	   0
228	   0	 482	 428	 249	   0	 892	 902	 487	   0	   0
229	   0	 465	 430	 232	   0	 892	 916	 477	   0	   0
230	   0	 471	 457	 216	   0	 886	 919	 512	   0	   0
231	   0	 479	 421	 209	   0	 890	 898	 483	   0	   0
232	   0	 478	 414	 218	   0	 891	 862	 489	   0	   0
233	   0	 466	 444	 203	   0	 893	 844	 484	   0	   0
234	   0	 474	 384	 215	   0	 890	 868	 486	   0	   0
235	   0	 474	 444	 225	   0	 891	 894	 455	   0	   0
236	   0	 471	 422	 227	   0	 893	 909	 453	   0	   0
237	   0	 471	 432	 204	   0	 890	 888	 511	   0	   0
238	   0	 483	 417	 217	   0	 891	 853	 460	   0	   0
239	   0	 475	 444	 213	   0	 891	 940	 522	   0	   0
240	   0	 472	 427	 241	   0	 892	 924	 463	   0	   0
241	   0	 472	 412	 220	   0	 889	 901	 448	   0	   0
242	   0	 474	 403	 195	   0	 889	 892	 501	   0	   0
243	   0	 474	 453	 238	   0	 890	 907	 466	   0	   0
244	   0	 481	 425	 217	   0	 892	 852	 436	   0	   0
245	   0	 475	 453	 249	   0	 890	 895	 496	   0	   0
246	   0	 471	 431	 256	   0	 892	 914	 460	   0	   0
247	   0	 471	 414	 266	   0	 892	 874	 475	   0	   0
248	   0	 474	 463	 229	   0	 886	 868	 460	   0	   0
249	   0	 467	 429	 200	   0	 892	 859	 475	   0	   0
250	   0	 470	 435	 232	   0	 887	 880	 490	   0	   0
251	   0	 482	 426	 205	   0	 889	 884	 481	   0	   0
252	   0	 473	 413	 220	   0	 892	 908	 453	   0	   0
253	   0	 476	 397	 236	   0	 892	 897	 476	   0	   0
254	   0	 470	 425	 236	   0	 893	 896	 462	   0	   0
255	   0	 469	 434	 211	   0	 891	 866	 471	   0	   0
256	134812	   0	12076	51397	28020	   0	   0	105545	189252	188062
var	8376	  29	 725	3185	2285	  55	  62	6541	12478	12433
