P0=12061 	P1=10220 	P2=0     	P3=0     	P4=0     	
P5=0     	P6=165937	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 72975

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
40	 871	 625	 465	 141	 865	 871	 831	 370	   0	   0
41	 870	 792	 421	 126	 865	 858	 803	 392	   0	   0
42	 869	 669	 501	 128	 866	 857	 866	 403	   0	   0
43	 870	1112	 509	 108	 865	 846	 863	 385	   0	 114
44	   1	 628	 846	  96	 866	 872	 805	 412	   0	   0
45	1727	 995	 889	  98	 865	 872	 842	 420	   0	   0
46	 870	1065	 420	 110	 865	 851	 812	 434	   0	   0
47	 871	 553	 468	 126	 866	 846	 827	 376	   0	   0
48	 871	1312	 479	  99	 865	 848	 842	 417	   0	  95
49	 870	1050	 489	 112	 865	 853	 829	 381	   0	   0
50	   1	 702	 713	  84	 866	 880	 871	 426	   0	   0
51	1723	 527	 627	 114	 865	 880	 866	 397	   0	   0
52	 871	1057	 532	 109	 866	 863	 838	 415	   0	   0
53	 870	 530	 469	  98	 865	 856	 806	 386	   0	   0
54	 866	 545	 576	 119	 865	 860	 829	 382	   0	   0
55	 870	1182	 588	 124	 866	 853	 865	 413	   0	   0
56	 870	 745	 466	 107	 866	 861	 811	 418	   0	   0
57	 870	 466	 587	 113	 865	 847	 839	 418	   0	   0
58	 871	1188	 458	  89	 866	 891	 868	 428	   0	   0
59	 870	 811	 457	  73	 865	 886	 834	 419	   0	   0
60	 870	 739	 604	 118	 865	 834	 845	 404	   0	   0
61	 870	1330	 731	 122	 866	 854	 831	 414	   0	   0
62	 871	 938	 485	 105	 865	 852	 828	 401	   0	   0
63	 870	 834	 565	 107	 865	 871	 840	 416	   0	   0
64	 864	 712	 457	 109	 866	 884	 842	 465	   0	   0
65	 868	 554	 536	 116	 865	 853	 856	 443	   0	   0
66	 867	 963	 480	 129	 865	 869	 851	 403	   0	   0
67	 868	 597	 455	 117	 866	 862	 817	 377	   0	   0
68	 870	1960	 454	  95	 865	 856	 828	 416	   0	   0
69	 870	 687	 535	  91	 866	 827	 811	 394	   0	   0
70	 867	 877	 500	 163	 866	 889	 837	 410	   0	   0
71	 861	 728	 456	 159	 866	 842	 816	 417	   0	   0
72	 870	1888	 795	  84	 865	 846	 805	 429	   0	   0
73	 870	 827	 728	  98	 866	 863	 756	 408	   0	   0
74	 869	 723	 628	  86	 865	 874	 850	 378	   0	 247
75	 870	 643	 493	 105	 866	 867	 832	 394	   0	   0
76	 869	 944	 601	 128	 866	 885	 842	 419	   0	   0
77	 870	 881	 565	 100	 865	 880	 827	 393	   0	   0
78	 869	 730	 508	  97	 866	 841	 840	 403	   0	2348
79	 869	 814	 551	 107	 866	 845	 889	 365	   0	 854
80	 866	 971	 616	  90	 865	 866	 803	 390	   0	1009
81	 866	 620	 577	  90	 866	 837	 884	 387	   0	   0
82	 869	 632	 525	 101	 866	 881	 844	 403	   0	   0
83	 870	 589	 492	  84	 866	 888	 821	 401	   0	   0
84	 868	 857	 455	 102	 865	 859	 836	 401	   0	   0
85	 870	 951	 455	 104	 866	 848	 861	 383	   0	 116
86	 870	1041	 660	  78	 866	 869	 811	 403	   0	   0
87	 867	 623	 561	  89	 865	 846	 823	 384	   0	   0
88	 869	 914	 466	 100	 865	 867	 856	 397	   0	   0
89	 870	1078	 692	 117	 866	 854	 839	 428	   0	   0
90	 870	 958	 479	  92	 866	 873	 826	 397	   0	   0
91	 867	1075	 475	  93	 865	 857	 858	 406	   0	   0
92	 865	 694	 510	  97	 866	 853	 872	 405	   0	   0
93	 869	 554	 785	 113	 866	 859	 841	 407	   0	   0
94	 869	 870	 446	 125	 865	 849	 829	 411	   0	   0
95	 868	 735	 551	 123	 866	 882	 870	 406	   0	   0
96	 869	 479	 457	 117	 865	 879	 766	 399	   0	   0
97	 870	 685	 412	 100	 866	 846	 847	 443	   0	 221
98	 870	 907	 484	  97	 865	 843	 816	 394	   0	 105
99	 869	 610	 448	 104	 866	 884	 905	 430	   0	   0
100	 870	1030	 486	 125	 866	 866	 860	 408	   0	   0
101	 869	 653	 562	 111	 866	 857	 846	 432	   0	   0
102	 869	 688	 469	 110	 866	 855	 834	 402	   0	   0
103	 868	 590	 545	 107	 865	 870	 808	 408	   0	   0
104	 869	 679	 667	 104	 866	 856	 868	 372	   0	   0
105	 870	 731	 625	 121	 866	 861	 859	 417	   0	   0
106	 870	 531	 527	 171	 866	 827	 826	 422	   0	   0
107	 870	 915	 501	 171	 865	 876	 866	 394	   0	   0
108	 869	 699	 487	  97	 866	 870	 851	 421	   0	   0
109	 869	 900	 446	  96	 865	 862	 821	 406	   0	   0
110	 870	 625	 487	  93	 866	 856	 860	 409	   0	   0
111	 870	 993	 494	  96	 865	 884	 814	 426	   0	   0
112	 867	 483	 612	 121	 865	 866	 839	 372	   0	   0
113	 870	 785	 517	 116	 866	 870	 812	 406	   0	   0
114	 869	 864	 460	 111	 866	 879	 823	 394	   0	3893
115	 867	 811	 461	 114	 866	 851	 782	 427	   0	   0
116	   1	 894	 441	  88	 866	 859	 802	 427	   0	   0
117	1730	 702	 464	  98	 866	 867	 824	 378	   0	 108
118	 869	 749	 657	 133	 865	 847	 830	 430	   0	 323
119	 870	 699	 699	 110	 866	 860	 821	 410	   0	   0
120	 869	1214	 639	 176	 865	 861	 900	 383	   0	   0
121	 869	 879	 512	 161	 866	 868	 828	 417	   0	   0
122	 870	 949	 503	 127	 866	 861	 840	 420	   0	 113
123	 869	 499	 563	  94	 865	 873	 815	 410	   0	   0
124	 868	 583	 459	  92	 866	 860	 857	 334	   0	   0
125	 868	 661	 507	  83	 866	 843	 864	 416	   0	 100
126	1722	 794	 449	 126	 866	 878	 817	 372	   0	   0
127	   1	1039	 476	 101	 865	 848	 803	 393	   0	   0
128	 870	 716	 567	  85	 865	 865	 807	 374	   0	   0
129	 870	1127	 770	  94	 864	 866	 860	 402	   0	   0
130	 870	 922	 444	  96	 864	 839	 830	 428	   0	   0
131	 869	 613	 424	  95	 864	 869	 785	 397	   0	   0
132	 869	 740	 446	  96	 864	 855	 826	 414	   0	   0
133	 869	 861	 436	  99	 865	 820	 790	 429	   0	   0
134	 869	1018	 446	 103	 864	 878	 845	 387	   0	   0
135	 869	1299	 604	 135	 865	 897	 795	 442	   0	   0
136	   1	 782	 586	  80	 865	 823	 799	 450	   0	   0
137	1732	 923	 585	  83	 864	 854	 840	 410	   0	   0
138	1731	 685	 507	 119	 865	 887	 861	 425	   0	   0
139	   1	 771	 405	 128	 864	 867	 855	 392	   0	   0
140	 870	 517	 546	  97	 865	 860	 884	 391	   0	   0
141	 870	 668	 493	  86	 864	 851	 810	 393	   0	   0
142	 869	 706	 669	  97	 864	 878	 844	 382	   0	   0
143	 870	 788	 760	  92	 864	 867	 778	 362	   0	   0
144	 868	1062	 824	 112	 865	 884	 808	 405	   0	   0
145	 864	 482	 474	 128	 864	 843	 866	 404	   0	   0
146	 868	 646	 485	  97	 864	 854	 795	 407	   0	   0
147	 868	 938	 514	  95	 864	 826	 823	 401	   0	   0
148	 870	 868	 462	 126	 864	 879	 826	 417	   0	   0
149	 869	 837	 546	 135	 865	 881	 824	 412	   0	   0
150	 870	1050	 544	 121	 864	 875	 794	 421	   0	   0
151	 870	1453	 512	 120	 864	 845	 858	 423	   0	   0
152	 870	 816	 418	 113	 864	 850	 875	 413	   0	   0
153	 870	 529	 431	 130	 864	 888	 835	 416	   0	   0
154	 870	 796	 501	 109	 864	 843	 845	 425	   0	   0
155	 869	 529	 460	  87	 865	 864	 787	 427	   0	   0
156	 867	 795	 410	 134	 864	 852	 810	 383	   0	   0
157	 868	 963	 406	 131	 865	 877	 833	 405	   0	   0
158	 870	 579	 439	 145	 865	 855	 845	 418	   0	   0
159	 870	 970	 457	 155	 864	 862	 859	 408	   0	   0
160	 870	 663	 418	 180	 864	 837	 856	 414	   0	   0
161	 870	 891	 549	 168	 864	 860	 812	 417	   0	   0
162	 870	 618	 521	  91	 865	 898	 887	 422	   0	   0
163	 869	1360	 546	  98	 864	 850	 860	 395	   0	   0
164	 869	 673	 459	  99	 864	 837	 823	 401	   0	   0
165	 870	 792	 478	  97	 865	 862	 818	 410	   0	   0
166	 870	 522	 504	 116	 864	 870	 860	 402	   0	   0
167	 870	 899	 517	 100	 865	 879	 829	 436	   0	   0
168	 870	 944	 698	 138	 864	 808	 820	 409	   0	   0
169	 870	 725	 490	 137	 864	 860	 843	 369	   0	   0
170	 869	 752	 717	 121	 865	 913	 862	 417	   0	   0
171	 869	 523	 922	 127	 864	 858	 847	 390	   0	   0
172	 869	 553	 442	  93	 864	 884	 814	 390	   0	   0
173	 869	 653	 424	  93	 864	 860	 833	 401	   0	   0
174	 868	1058	 503	  97	 865	 859	 852	 392	   0	 114
175	 868	 723	 549	 102	 864	 837	 854	 402	   0	   0
176	 870	 996	 673	 119	 864	 890	 853	 409	   0	   0
177	 869	 805	 937	 102	 864	 867	 863	 389	   0	   0
178	 869	 544	 472	 151	 864	 841	 885	 394	   0	   0
179	 869	 655	 580	 147	 865	 859	 869	 403	   0	   0
180	 868	 687	 569	 151	 864	 889	 866	 406	   0	   0
181	 869	 731	 568	 143	 865	 896	 852	 400	   0	   0
182	 869	 991	 765	 102	 865	 824	 830	 391	   0	   0
183	 870	1425	 661	 107	 864	 819	 769	 416	   0	   0
184	 869	1549	 554	 129	 864	 859	 891	 432	   0	   0
185	 869	 891	 426	 128	 865	 865	 821	 446	   0	   0
186	 869	 603	 583	 128	 864	 863	 786	 419	   0	   0
187	 870	 670	 514	 110	 865	 877	 821	 388	   0	   0
188	 870	 571	 487	 129	 864	 867	 823	 431	   0	   0
189	 868	 563	 622	 136	 864	 863	 837	 410	   0	   0
190	 866	 905	 514	 113	 865	 847	 853	 447	   0	   0
191	 869	 657	 503	 108	 864	 850	 855	 422	   0	   0
192	 869	 742	 477	 140	 864	 873	 857	 399	   0	   0
193	 868	 828	 435	 142	 864	 872	 848	 435	   0	   0
194	 868	 754	 489	 168	 864	 867	 855	 392	   0	   0
195	 868	 640	 461	 168	 864	 849	 839	 384	   0	 110
196	 870	 760	 456	 119	 865	 873	 830	 419	   0	   0
197	 869	 755	 543	 114	 864	 863	 771	 431	   0	   0
198	 868	1364	 587	 101	 864	 849	 888	 362	   0	   0
199	 868	 907	 460	 103	 864	 850	 843	 398	   0	   0
200	 868	 852	 617	  87	 864	 864	 861	 405	   0	   0
201	 864	 769	 468	  80	 864	 850	 858	 395	   0	 328
202	 869	 729	 419	  96	 864	 810	 812	 416	   0	 316
203	 869	 762	 559	  92	 864	 891	 841	 398	   0	   0
204	 869	 745	 526	 110	 865	 848	 813	 405	   0	   0
205	 870	 524	 675	  97	 864	 882	 796	 447	   0	   0
206	 869	 975	 783	 208	 864	 872	 850	 393	   0	   0
207	 870	 885	1140	 208	 864	 880	 861	 418	   0	   0
208	 869	 601	 558	 110	 865	 864	 854	 399	   0	   0
209	 869	 759	 471	 116	 864	 860	 849	 369	   0	   0
210	 870	 819	 437	 106	 864	 845	 811	 406	   0	   0
211	 869	 601	 420	  97	 864	 850	 847	 392	   0	   0
212	 869	 900	 448	  82	 864	 839	 829	 444	   0	   0
213	 869	 728	 409	 108	 864	 898	 806	 381	   0	   0
214	 870	 718	 913	  94	 864	 867	 830	 458	   0	   0
215	 869	 765	 564	  97	 864	 874	 832	 371	   0	   0
216	 868	 668	 481	 112	 864	 839	 846	 387	   0	   0
217	 869	 440	 440	 101	 864	 863	 841	 387	   0	1132
218	 869	 700	 486	 134	 865	 854	 832	 436	   0	   0
219	 869	 496	 509	 169	 864	 861	 826	 382	   0	   0
220	 868	 631	 439	 129	 864	 870	 781	 402	   0	   0
221	 868	 717	 514	 142	 864	 853	 849	 439	   0	   0
222	 866	1344	 552	  90	 864	 886	 818	 389	   0	   0
223	 868	1032	 718	  98	 864	 859	 832	 395	   0	   0
224	 867	 881	 519	 158	 864	 837	 814	 397	   0	   0
225	 869	1044	 641	 172	 864	 864	 899	 403	   0	   0
226	 864	 556	 558	  99	 865	 861	 851	 417	   0	   0
227	 869	 824	 526	  93	 864	 881	 852	 421	   0	   0
228	 869	 922	 479	  91	 864	 892	 814	 410	   0	   0
229	 868	 685	 562	  90	 864	 862	 849	 405	   0	   0
230	 869	 697	 502	 116	 864	 846	 774	 393	   0	   0
231	 869	 653	 432	 100	 864	 850	 862	 423	   0	   0
232	 869	 560	 530	 145	 865	 862	 794	 413	   0	   0
233	 869	 797	 742	 134	 864	 848	 831	 383	   0	   0
234	 870	 713	 765	  84	 864	 874	 847	 426	   0	   0
235	 869	 645	 577	  94	 864	 875	 856	 389	   0	   0
236	 870	1163	 477	 121	 864	 846	 813	 389	   0	   0
237	 869	 964	 537	 105	 864	 855	 823	 359	   0	   0
238	 869	 797	 460	 101	 864	 869	 823	 418	   0	   0
239	 869	 596	 441	 108	 864	 861	 802	 401	   0	   0
240	 869	 666	 642	 108	 864	 913	 791	 393	   0	   0
241	 870	 725	1059	 120	 864	 879	 821	 411	   0	   0
242	 869	1086	 537	 127	 864	 852	 769	 424	   0	   0
243	 869	 481	 724	 134	 865	 879	 879	 414	   0	   0
244	 870	1294	 617	 108	 864	 836	 807	 389	   0	   0
245	 869	 670	1042	 110	 864	 874	 816	 420	   0	   0
246	 868	1204	 554	 115	 864	 818	 838	 374	   0	   0
247	 866	 906	 809	  94	 864	 839	 840	 421	   0	   0
248	 869	 702	 623	  84	 864	 837	 846	 394	   0	   0
249	 868	 633	 578	  99	 864	 878	 815	 431	   0	   0
250	 869	 777	 475	 119	 864	 871	 866	 390	   0	   0
251	 868	1340	 561	 114	 864	 868	 798	 403	   0	   0
252	 869	 522	 466	 106	 864	 873	 888	 428	   0	   0
253	 869	 656	 517	 111	 864	 877	 796	 417	   0	   0
254	 868	 662	 684	 106	 864	 836	 797	 395	   0	   0
255	 870	1086	 397	  94	 865	 855	 882	 388	   0	   0
256	31955	16785	63005	113562	32980	 880	7033	109881	254274	58791
var	1944	1022	3889	7062	1999	  17	 386	6815	15830	6247
