P0=21076 	P1=7857  	P2=0     	P3=0     	P4=0     	
P5=0     	P6=222262	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4
193	   0	1359	 904	 532	   0	   0	   0	   0
194	   0	1359	 923	 565	   0	   0	   0	   0
195	   0	1361	 900	 562	   0	   0	   0	   0
196	   0	1362	 899	 522	   0	   0	   0	   0
197	   0	1360	 883	 531	   0	   0	   0	   0
198	7914	1358	 874	 561	   0	   0	   0	   0
199	   5	1360	 891	 539	   0	   0	   0	   0
200	   8	1362	 910	 526	   0	   0	   0	   0
201	7916	1358	 913	 479	   0	   0	   0	   0
202	   0	1357	 826	 514	   0	   0	   0	   0
203	   0	1362	 905	 533	   0	   0	   0	   0
204	   0	1359	 908	 527	   0	   0	   0	8155
205	   0	1360	 876	 581	   0	   0	   0	8155
206	   0	1359	 858	 545	   0	   0	   0	   0
207	   0	1359	 873	 574	   0	   0	   0	   0
208	   0	1357	 846	 522	   0	   0	   0	   0
209	   0	1360	 925	 507	   0	   0	   0	   0
210	   0	1363	 876	 546	   0	   0	   0	   0
211	   0	1359	 927	 545	   0	   0	   0	   0
212	7914	1360	 908	 520	   0	   0	   0	   0
213	   7	1359	 881	 542	   0	   0	   0	   0
214	   0	1359	 894	 513	   0	   0	   0	   0
215	   0	1361	 871	 533	   0	   0	   0	   0
216	   0	1357	 913	 534	   0	   0	   0	   0
217	   0	1361	 931	 550	   0	   0	   0	   0
218	7917	1360	 884	 545	   0	   0	   0	   0
219	   5	1361	 853	 531	   0	   0	   0	   0
220	   0	1358	 927	 504	   0	   0	   0	   0
221	   0	1359	 885	 515	   0	   0	   0	   0
222	   0	1359	 898	 513	   0	   0	   0	   0
223	   0	1362	 868	 527	   0	   0	   0	   0
224	   0	1360	 884	 544	   0	   0	   0	   0
225	   0	1360	 878	 537	   0	   0	   0	   0
226	   0	1357	 886	 533	   0	   0	   0	   0
227	   0	1362	 897	 540	   0	   0	   0	   0
228	   0	1360	 931	 544	   0	   0	   0	   0
229	   0	1359	 890	 547	   0	   0	   0	   0
230	   4	1359	 873	 569	   0	   0	   0	   0
231	7918	1360	 922	 515	   0	   0	   0	   0
232	   0	1359	 836	 507	   0	   0	   0	4113
233	   0	1361	 908	 555	   0	   0	   0	4113
234	   5	1358	 907	 592	   0	   0	   0	   0
235	3955	1360	 870	 573	   0	   0	   0	   0
236	   2	1360	 900	 529	   0	   0	   0	   0
237	3959	1359	 909	 517	   0	   0	   0	   0
238	   0	1358	 895	 530	   0	   0	   0	   0
239	   0	1361	 921	 508	   0	   0	   0	   0
240	   5	1360	 876	 534	   0	   0	   0	   0
241	7913	1359	 877	 537	   0	   0	   0	   0
242	   0	1355	 890	 538	   0	   0	   0	   0
243	   0	1362	 897	 566	   0	   0	   0	   0
244	   0	1359	 875	 545	   0	   0	   0	   0
245	   0	1359	 924	 549	   0	   0	   0	   0
246	   0	1362	 849	 599	   0	   0	   0	4143
247	   0	1359	 900	 572	   0	   0	   0	4144
248	   0	1360	 879	 522	   0	   0	   0	   0
249	   0	1357	 852	 513	   0	   0	   0	   0
250	   0	1362	 968	 501	 120	   0	   0	   0
251	   0	1357	 908	 534	61570	   0	   0	   0
252	   0	1359	 927	 521	   0	   0	   0	   0
253	   0	1358	 888	 539	   0	   0	   0	   0
254	   8	1361	 881	 520	   0	   0	   0	   0
255	7903	1361	 870	 524	   0	   0	   0	   0
256	 474	 269	24965	91391	6132	3608	37372	75568
var	2564	 222	1498	5656	253012	246871	243233	206027
