P0=0	P1=73314	P2=0	P3=0	P4=0	
P5=0	P6=72138	P7=0	P8=0	P9=0	
P10=0	P11=0	P12=0	P13=0	P14=0	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4
193	1974	1003	 514	 496	1560	1025	 987	 494
194	  21	 844	 921	 514	 407	 981	1010	 506
195	1976	 909	 989	 483	1591	 942	1051	 468
196	  11	 543	1287	 515	 405	1095	1002	 490
197	1983	1485	 853	 453	1593	 956	1033	 515
198	1989	 996	 557	 500	1588	 973	 985	 511
199	   6	 909	 839	 495	 411	 975	1039	 457
200	  17	 983	 883	 526	 397	1050	1019	 472
201	1976	1288	 877	 559	1601	1047	 976	 506
202	  12	 895	 727	 514	 414	1002	 916	 517
203	1985	 843	 693	 444	1585	1036	1040	 463
204	  17	 776	 850	 485	 407	1207	1026	 473
205	1977	1672	 546	 506	1591	 995	 972	 462
206	1982	 458	 837	 449	1567	 918	 995	 470
207	  11	 942	 722	 478	 432	 879	1032	 467
208	 998	1095	 423	 585	 999	 967	1032	 504
209	 999	 837	 472	 618	1000	 998	1022	 507
210	 999	 505	 620	 527	 999	 911	1011	 484
211	 999	 817	 677	 522	 999	 877	 988	 518
212	1982	1194	 493	 558	1606	1296	1050	 483
213	  12	1977	 419	 504	 393	1163	 967	 467
214	  13	 853	 948	 483	 373	 927	 997	 535
215	1982	 596	 658	 507	1625	 948	 991	 520
216	1984	1248	 604	 496	1602	 964	1031	 494
217	   8	 689	 783	 461	 396	1059	1004	 483
218	  10	 868	 658	 502	 414	 987	1003	 508
219	1986	1018	 794	 445	1585	1004	 996	 478
220	 998	 857	 640	 579	1000	 934	 970	 463
221	 999	1027	 728	 505	 999	 967	1105	 518
222	 998	1063	 809	 545	 999	1105	1057	 500
223	 999	1112	 649	 563	 999	1108	 972	 458
224	 996	 871	 608	 459	 999	1219	1031	 541
225	 997	1778	 716	 521	 999	1086	1046	 526
226	 997	 762	 937	 515	 999	 897	1035	 507
227	 997	 637	 827	 476	1000	 910	 953	 450
228	1974	 810	 427	 413	1571	1013	 973	 479
229	  15	1083	 727	 490	 428	 947	1027	 476
230	1979	 904	 822	 607	1572	1032	1001	 476
231	  12	1003	 768	 450	 426	1005	 977	 506
232	1981	 986	 801	 508	1597	 897	1025	 471
233	  14	 564	 742	 589	 402	 974	 987	 511
234	  15	1038	 914	 418	 361	 919	1039	 452
235	1978	 679	 532	 551	1637	 963	1027	 495
236	1976	1375	 675	 444	1599	1203	 955	 500
237	  15	1482	 657	 517	 399	1183	 983	 528
238	1978	 547	 616	 444	1586	1053	1021	 493
239	  13	1220	 956	 486	 413	 923	1023	 475
240	1983	 927	 595	 457	1597	 966	 978	 478
241	   8	 572	 569	 510	 402	 961	1012	 479
242	  16	1220	 926	 474	 386	1046	 989	 509
243	1978	1186	 706	 470	1612	1074	 984	 485
244	 995	1022	1845	 437	 999	 925	 985	 459
245	 996	 692	 744	 460	 999	 972	 973	 484
246	 997	1218	 600	 495	 999	1024	1000	 478
247	 998	1026	 699	 486	1000	1104	1001	 479
248	 994	 761	1235	 472	 999	 930	 985	 490
249	 995	 884	1101	 456	1000	 889	1025	 473
250	 998	 943	 865	 599	 999	1081	1004	 524
251	 998	1221	 627	 452	 999	1073	1039	 473
252	   8	 917	 735	 437	 389	 987	1009	 473
253	1986	 866	1142	 410	1609	 967	1049	 528
254	1972	1224	1280	 473	1583	1051	1005	 501
255	  22	1031	 694	 537	 416	1096	1030	 497
256	 782	8226	49573	67399	   0	   0	   0	129945
