P0=86617 	P1=2870  	P2=0     	P3=0     	P4=0     	
P5=0     	P6=66827 	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 35739

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
31	 863	 851	 576	 167	 906	 869	 691	 247	   0	   0
32	 863	 830	 555	 201	 905	 913	 718	 291	   0	   0
33	 862	 837	 564	 196	 906	 869	 744	 231	   0	   0
34	 862	 845	 577	 162	 905	 878	 756	 230	   0	 431
35	 863	 862	 605	 195	 905	 868	 724	 270	   0	7341
36	 863	 891	 599	 171	 906	 868	 720	 290	   0	   0
37	 863	 902	 570	 178	 905	 877	 726	 265	   0	   0
38	 863	 786	 546	 169	 905	 866	 697	 267	   0	   0
39	 862	 817	 566	 148	 905	 895	 728	 242	   0	   0
40	 863	 888	 582	 151	 905	 872	 694	 256	   0	   0
41	 862	 918	 598	 164	 905	 888	 701	 252	   0	   0
42	 863	 821	 564	 181	 905	 889	 723	 236	   0	   0
43	 862	 750	 609	 161	 905	 867	 705	 240	   0	   0
44	 863	 818	 613	 182	 905	 879	 730	 263	   0	   0
45	 862	 834	 588	 199	 906	 882	 707	 251	   0	   0
46	 863	 882	 548	 160	 905	 898	 716	 243	   0	   0
47	 862	 892	 572	 178	 905	 874	 728	 255	   0	   0
48	 863	 827	 589	 191	 905	 870	 705	 238	   0	   0
49	 863	 871	 590	 178	 905	 895	 698	 266	   0	   0
50	 862	 816	 600	 178	 905	 879	 705	 223	   0	   0
51	 863	 815	 593	 176	 906	 870	 697	 277	   0	   0
52	 861	 894	 555	 144	 906	 887	 691	 276	   0	   0
53	 863	 808	 563	 150	 905	 879	 702	 264	   0	   0
54	 863	 879	 591	 163	 905	 869	 724	 217	   0	   0
55	 862	 882	 555	 183	 905	 871	 711	 248	   0	   0
56	 862	 837	 605	 164	 905	 878	 723	 250	   0	   0
57	 863	 820	 570	 177	 905	 855	 687	 268	   0	   0
58	 863	 880	 580	 183	 905	 861	 710	 259	   0	   0
59	 862	 828	 570	 155	 906	 912	 697	 275	   0	   0
60	 863	 911	 536	 142	 905	 875	 727	 249	   0	   0
61	 863	 893	 593	 196	 905	 878	 690	 238	   0	   0
62	 862	 797	 583	 180	 906	 888	 755	 218	   0	   0
63	 863	 832	 593	 170	 905	 880	 716	 242	   0	   0
64	 863	 891	 588	 155	 905	 898	 734	 288	   0	   0
65	 863	 834	 556	 176	 905	 873	 726	 251	   0	   0
66	 863	 886	 581	 170	 905	 868	 728	 278	   0	   0
67	 863	 862	 569	 153	 905	 869	 761	 234	   0	   0
68	 863	 801	 579	 158	 905	 884	 736	 245	   0	   0
69	 863	 734	 578	 181	 905	 868	 715	 232	   0	   0
70	 863	 866	 566	 177	 905	 880	 728	 238	   0	   0
71	 863	 900	 591	 165	 905	 889	 735	 247	   0	   0
72	 863	 857	 604	 177	 905	 887	 699	 248	   0	   0
73	 863	 845	 554	 147	 905	 875	 720	 278	   0	   0
74	 862	 889	 602	 196	 905	 868	 706	 251	   0	   0
75	 863	 802	 612	 187	 905	 878	 742	 285	   0	   0
76	 863	 821	 576	 185	 904	 872	 708	 254	   0	   0
77	 863	 873	 551	 163	 905	 876	 719	 253	   0	   0
78	 863	 854	 590	 134	 905	 882	 719	 229	   0	   0
79	 863	 845	 572	 172	 905	 882	 688	 265	   0	   0
80	 863	 853	 585	 183	 905	 868	 751	 243	   0	   0
81	 863	 818	 562	 149	 905	 885	 765	 235	   0	   0
82	 863	 817	 546	 170	 905	 902	 732	 228	   0	   0
83	 863	 901	 567	 180	 905	 864	 670	 275	   0	   0
84	 863	 822	 522	 177	 905	 888	 702	 271	   0	   0
85	 863	 869	 589	 169	 905	 882	 725	 267	   0	   0
86	 863	 820	 563	 180	 905	 874	 724	 257	   0	   0
87	 863	 889	 562	 168	 905	 889	 668	 270	   0	   0
88	 863	 879	 600	 161	 905	 891	 672	 257	   0	   0
89	 863	 830	 617	 187	 905	 863	 770	 255	   0	   0
90	 863	 814	 566	 165	 905	 881	 748	 252	   0	   0
91	 863	 802	 599	 179	 905	 877	 722	 264	   0	   0
92	 863	 860	 596	 159	 905	 894	 707	 253	   0	   0
93	 863	 891	 575	 144	 905	 875	 763	 287	   0	   0
94	 863	 883	 550	 170	 905	 872	 692	 231	   0	   0
95	 863	 807	 571	 183	 904	 876	 712	 258	   0	   0
96	 863	 855	 588	 156	 905	 875	 698	 249	   0	   0
97	 863	 837	 608	 172	 905	 869	 710	 239	   0	   0
98	 863	 824	 586	 178	 905	 891	 690	 236	   0	   0
99	 863	 871	 575	 165	 905	 893	 701	 229	   0	   0
100	 863	 794	 562	 169	 905	 886	 707	 254	   0	   0
101	 863	 852	 658	 167	 905	 886	 711	 260	   0	   0
102	 863	 887	 536	 175	 905	 873	 755	 261	   0	   0
103	 863	 863	 600	 173	 905	 883	 681	 227	   0	   0
104	 862	 829	 573	 188	 905	 884	 708	 243	   0	   0
105	 863	 857	 588	 154	 905	 882	 724	 264	   0	   0
106	 863	 893	 563	 183	 905	 867	 737	 232	   0	   0
107	 863	 863	 606	 180	 905	 904	 701	 230	   0	   0
108	 863	 823	 587	 184	 905	 874	 718	 220	   0	   0
109	 863	 817	 569	 201	 905	 890	 715	 277	   0	   0
110	 863	 866	 604	 184	 905	 869	 736	 275	   0	   0
111	 863	 831	 523	 157	 905	 878	 689	 245	   0	   0
112	 863	 921	 596	 178	 905	 891	 684	 275	   0	   0
113	 863	 844	 534	 166	 905	 862	 700	 280	   0	   0
114	 863	 803	 563	 170	 905	 886	 758	 266	   0	   0
115	 863	 838	 561	 173	 905	 873	 722	 224	   0	   0
116	 863	 856	 593	 175	 905	 875	 745	 267	   0	   0
117	 863	 889	 618	 182	 905	 880	 702	 255	   0	   0
118	 863	 870	 635	 172	 905	 877	 686	 266	   0	   0
119	 863	 796	 639	 178	 905	 897	 685	 257	   0	   0
120	 863	 816	 563	 175	 905	 877	 720	 233	   0	   0
121	 863	 821	 605	 181	 905	 878	 716	 267	   0	   0
122	 863	 861	 577	 177	 905	 858	 731	 275	   0	   0
123	 863	 808	 598	 166	 905	 877	 723	 253	   0	   0
124	 863	 894	 573	 177	 905	 879	 713	 246	   0	   0
125	 863	 825	 607	 145	 905	 878	 731	 266	   0	   0
126	 863	 868	 523	 185	 905	 865	 688	 271	   0	   0
127	 863	 819	 593	 165	 904	 901	 726	 226	   0	   0
128	 863	 902	 563	 185	 906	 870	 699	 269	   0	 454
129	 863	 779	 645	 182	 906	 888	 692	 231	   0	   0
130	 864	 834	 559	 169	 906	 876	 714	 269	   0	   0
131	 863	 862	 551	 163	 906	 887	 700	 240	   0	   0
132	 864	 891	 557	 170	 906	 890	 704	 286	   0	   0
133	 863	 892	 588	 156	 906	 873	 682	 253	   0	   0
134	 863	 799	 545	 152	 906	 870	 652	 257	   0	   0
135	 864	 821	 534	 150	 906	 868	 680	 246	   0	   0
136	 863	 865	 600	 168	 906	 894	 726	 261	   0	   0
137	 864	 868	 597	 175	 906	 868	 715	 279	   0	   0
138	 864	 866	 598	 187	 906	 875	 680	 222	   0	   0
139	 863	 846	 555	 178	 906	 870	 730	 241	   0	   0
140	 863	 793	 622	 161	 906	 871	 694	 239	   0	   0
141	 863	 798	 587	 155	 906	 879	 718	 265	   0	   0
142	 863	 873	 538	 188	 905	 879	 718	 243	   0	   0
143	 864	 889	 549	 179	 906	 871	 763	 230	   0	   0
144	 864	 812	 568	 174	 906	 886	 690	 252	   0	   0
145	 863	 844	 564	 171	 906	 876	 728	 252	   0	   0
146	 864	 891	 593	 186	 905	 859	 730	 288	   0	   0
147	 863	 776	 548	 184	 906	 905	 712	 275	   0	   0
148	 863	 879	 590	 168	 906	 882	 719	 241	   0	   0
149	 864	 875	 584	 167	 906	 876	 742	 248	   0	   0
150	 864	 853	 591	 178	 906	 877	 671	 231	   0	   0
151	 863	 836	 568	 179	 906	 881	 694	 258	   0	   0
152	 863	 885	 597	 182	 906	 867	 743	 252	   0	   0
153	 863	 775	 564	 164	 906	 896	 738	 236	   0	   0
154	 864	 903	 581	 183	 906	 839	 745	 249	   0	   0
155	 863	 854	 570	 180	 906	 916	 774	 219	   0	   0
156	 864	 840	 595	 214	 906	 875	 720	 252	   0	   0
157	 863	 855	 577	 181	 906	 881	 717	 219	   0	   0
158	 863	 847	 595	 198	 906	 880	 735	 256	   0	   0
159	 864	 842	 587	 184	 905	 888	 721	 256	   0	   0
160	 863	 891	 589	 175	 906	 889	 741	 248	   0	   0
161	 864	 829	 571	 183	 906	 856	 670	 252	   0	   0
162	 863	 859	 562	 178	 906	 873	 705	 252	   0	   0
163	 864	 856	 584	 169	 906	 887	 783	 257	   0	   0
164	 863	 899	 585	 180	 906	 903	 703	 258	   0	   0
165	 864	 851	 595	 178	 906	 863	 715	 220	   0	   0
166	 863	 764	 569	 183	 906	 859	 746	 236	   0	   0
167	 864	 841	 568	 153	 906	 884	 755	 254	   0	   0
168	 863	 837	 534	 161	 906	 856	 720	 264	   0	   0
169	 863	 811	 611	 196	 906	 884	 686	 246	   0	   0
170	 863	 863	 616	 208	 906	 888	 775	 238	   0	   0
171	 863	 872	 560	 189	 906	 891	 742	 269	   0	   0
172	 864	 849	 569	 166	 906	 877	 752	 244	   0	   0
173	 863	 904	 591	 174	 905	 857	 697	 271	   0	   0
174	 863	 838	 558	 185	 906	 892	 684	 237	   0	   0
175	 864	 820	 613	 142	 906	 880	 770	 247	   0	   0
176	 864	 852	 589	 166	 906	 871	 713	 233	   0	   0
177	 863	 910	 568	 212	 906	 870	 671	 263	   0	   0
178	 863	 822	 615	 176	 906	 872	 727	 223	   0	   0
179	 864	 846	 542	 158	 905	 895	 724	 256	   0	   0
180	 863	 842	 625	 182	 906	 871	 728	 259	   0	   0
181	 863	 817	 591	 169	 906	 887	 732	 263	   0	   0
182	 863	 868	 582	 175	 906	 872	 686	 257	   0	   0
183	 864	 823	 563	 148	 906	 875	 718	 257	   0	   0
184	 864	 782	 566	 153	 906	 853	 729	 251	   0	   0
185	 863	 881	 575	 194	 906	 882	 746	 264	   0	   0
186	 864	 908	 614	 169	 906	 906	 730	 242	   0	   0
187	 863	 921	 559	 182	 906	 876	 731	 243	   0	   0
188	 864	 874	 588	 158	 906	 891	 718	 227	   0	   0
189	 862	 782	 561	 160	 906	 869	 697	 275	   0	   0
190	 863	 775	 568	 175	 906	 863	 732	 250	   0	   0
191	 864	 855	 565	 173	 906	 904	 715	 269	   0	   0
192	 862	 877	 569	 156	 906	 866	 710	 248	   0	   0
193	 863	 912	 599	 162	 906	 872	 702	 234	   0	   0
194	 863	 775	 603	 175	 906	 870	 693	 243	   0	   0
195	 863	 798	 593	 148	 906	 901	 696	 271	   0	   0
196	 863	 867	 567	 185	 906	 896	 695	 242	   0	   0
197	 863	 907	 606	 181	 906	 878	 750	 240	   0	   0
198	 862	 828	 608	 168	 906	 894	 726	 281	   0	   0
199	 862	 813	 580	 171	 906	 861	 710	 227	   0	   0
200	 863	 825	 542	 158	 906	 901	 710	 277	   0	   0
201	 863	 863	 582	 207	 906	 868	 723	 240	   0	   0
202	 863	 794	 552	 169	 906	 866	 732	 243	   0	   0
203	 863	 882	 557	 162	 906	 883	 728	 262	   0	   0
204	 863	 859	 549	 193	 906	 869	 701	 282	   0	   0
205	 862	 818	 606	 203	 906	 876	 693	 235	   0	   0
206	 863	 898	 565	 173	 906	 884	 717	 248	   0	   0
207	 863	 842	 563	 151	 905	 889	 731	 239	   0	   0
208	 863	 867	 578	 164	 906	 877	 733	 267	   0	   0
209	 863	 876	 573	 152	 906	 898	 640	 249	   0	   0
210	 862	 772	 619	 131	 906	 893	 709	 259	   0	   0
211	 863	 813	 594	 189	 906	 870	 673	 242	   0	   0
212	 863	 826	 626	 175	 906	 878	 706	 232	   0	   0
213	 863	 850	 555	 172	 906	 869	 692	 252	   0	   0
214	 863	 929	 572	 149	 906	 875	 725	 246	   0	   0
215	 862	 869	 570	 173	 906	 909	 713	 228	   0	   0
216	 863	 800	 584	 191	 906	 875	 717	 253	   0	   0
217	 863	 856	 603	 157	 906	 888	 723	 242	   0	   0
218	 862	 828	 600	 161	 906	 880	 723	 249	   0	   0
219	 863	 865	 572	 178	 905	 875	 784	 238	   0	   0
220	 863	 760	 548	 176	 906	 880	 740	 252	   0	   0
221	 863	 896	 610	 154	 906	 856	 655	 274	   0	   0
222	 863	 825	 598	 163	 906	 907	 737	 238	   0	   0
223	 862	 906	 594	 161	 906	 863	 726	 270	   0	   0
224	 862	 902	 557	 166	 905	 870	 734	 271	   0	   0
225	 863	 836	 578	 161	 906	 870	 723	 249	   0	   0
226	 863	 805	 579	 186	 904	 909	 727	 278	   0	   0
227	 863	 829	 577	 167	 906	 866	 745	 255	   0	   0
228	 863	 852	 561	 164	 905	 892	 738	 227	   0	   0
229	 863	 835	 562	 170	 905	 889	 770	 259	   0	   0
230	 863	 887	 571	 181	 906	 867	 683	 248	   0	   0
231	 862	 821	 591	 160	 906	 879	 720	 250	   0	   0
232	 863	 821	 591	 166	 906	 889	 733	 263	   0	   0
233	 863	 891	 547	 181	 906	 859	 720	 267	   0	   0
234	 863	 853	 537	 184	 905	 865	 710	 276	   0	   0
235	 863	 825	 550	 187	 906	 905	 676	 269	   0	   0
236	 863	 898	 597	 195	 903	 894	 714	 266	   0	   0
237	 862	 886	 593	 178	 906	 861	 712	 246	   0	   0
238	 863	 780	 579	 159	 903	 874	 750	 254	   0	   0
239	 863	 836	 593	 172	 905	 883	 718	 271	   0	   0
240	 863	 869	 612	 158	 906	 874	 668	 261	   0	   0
241	 863	 805	 557	 183	 906	 881	 714	 260	   0	   0
242	 863	 830	 555	 172	 906	 886	 701	 268	   0	   0
243	 862	 863	 612	 155	 906	 860	 674	 272	   0	   0
244	 863	 886	 552	 184	 906	 866	 738	 280	   0	   0
245	 863	 826	 586	 185	 906	 889	 707	 237	   0	   0
246	 863	 828	 556	 179	 906	 890	 754	 243	   0	   0
247	 862	 885	 589	 192	 906	 873	 722	 250	   0	   0
248	 863	 847	 578	 158	 906	 887	 728	 258	   0	   0
249	 862	 881	 548	 184	 906	 883	 701	 263	   0	   0
250	 863	 841	 566	 165	 906	 873	 742	 263	   0	   0
251	 863	 890	 580	 176	 905	 872	 697	 256	   0	   0
252	 863	 826	 598	 171	 906	 867	 747	 244	   0	   0
253	 863	 856	 561	 184	 906	 886	 747	 264	   0	   0
254	 863	 844	 553	 174	 906	 902	 705	 259	   0	   0
255	 863	 814	 588	 160	 906	 866	 740	 258	   0	   0
256	33042	3879	68713	104171	22165	6787	41426	118690	207884	158246
var	2003	 192	4241	6474	1323	 368	2534	7373	13095	10486
