IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4
151	 904	 804	 551	 139	  12	1726	1199	 187
152	 906	 603	 561	 103	  79	3121	 720	 116
153	 907	 599	 527	 124	  86	3141	 692	 113
154	 906	 842	 592	 117	2888	2896	 995	 443
155	 906	 792	 589	 134	 122	  95	 244	 447
156	 906	1079	 499	  77	2619	 259	 950	 361
157	 906	 662	 415	  74	  32	3600	1450	 341
158	 904	 791	 461	 118	  91	 264	 316	 145
159	 905	 810	 463	  98	  77	 261	 342	 160
160	 900	 687	 486	 159	  32	3450	 660	 323
161	 905	 981	 499	 156	3298	6792	 523	 302
162	 902	 732	 749	 114	 166	1749	 263	 439
163	 904	 984	 555	 122	   2	  68	 380	 453
164	 887	 964	 576	 125	  91	3408	 306	 346
165	 904	 692	 547	 119	  91	  56	 894	 342
166	 905	 862	 533	 168	 141	  66	 419	 320
167	 902	 706	 536	 161	3166	  64	 374	 318
168	 907	 763	 604	 119	   0	  58	 674	 432
169	 906	1013	 626	 124	   0	  63	 835	 439
170	 906	 738	 440	 116	  32	  54	1134	 366
171	 906	 813	 639	 111	3454	  57	 788	 380
172	 906	 617	 481	 112	3460	  58	 352	 351
173	 906	 712	 497	 120	  34	  69	1276	 359
174	 905	 787	 512	 117	   0	  67	1183	 402
175	 904	 871	 587	 124	   0	  80	 598	 391
176	 903	 766	 457	 147	3320	  55	 537	 132
177	 906	 861	 546	 140	  25	  48	 385	 145
178	 902	 688	 614	 115	  79	  57	2053	 370
179	 906	 846	 579	 123	  79	  43	1830	 357
180	 907	 925	 604	 102	1659	1654	1259	 159
181	 906	 831	 677	 101	  94	  51	 454	 152
182	 903	 907	 523	 139	  19	  53	 282	 301
183	 905	 939	 497	 175	1725	1649	 764	 269
184	 901	 831	 750	 113	  35	3252	 228	 274
185	 906	 809	 598	 119	3291	3234	 619	 292
186	 906	 864	 488	  98	 153	  57	1401	 644
187	 906	 718	 436	 106	   1	  59	 252	 635
188	 905	 839	 567	 121	3284	  61	 704	 776
189	 906	 647	 564	 116	  29	  59	 331	 782
190	 906	 810	 482	 111	   1	  66	 647	 346
191	 906	1046	 593	 139	 171	  54	1048	 360
192	 906	 572	 491	 115	  35	  56	 637	 306
193	 907	 783	 444	 112	3294	  59	 629	 311
194	 905	 951	 544	 101	 172	  70	 474	 368
195	 904	 821	 561	 105	   2	  48	 481	 360
196	 906	 897	 502	 115	 110	3140	1113	 350
197	 907	 496	 668	 111	3201	  62	1206	 321
198	 905	 602	 501	 151	  90	  70	 684	 154
199	 907	 695	 500	 157	  87	3073	 211	 155
200	 906	 847	 663	 130	3451	  49	 487	 457
201	 905	 915	 408	 109	  41	  53	 781	 477
202	 906	 742	 474	 122	   0	  46	1083	 497
203	 906	 854	 507	 125	   0	  63	1644	 503
204	 906	1032	 586	 117	   0	  73	1122	 238
205	 906	 541	 426	  99	   0	  71	1590	 226
206	 906	1071	 686	 127	  40	  73	 951	 404
207	 895	1321	 476	 116	3448	  80	1746	 413
208	 907	 576	 598	 121	 112	 888	 825	 364
209	 906	 585	 495	 126	3201	  84	 817	 380
210	 902	 630	 528	 104	  80	 889	 996	 417
211	 906	 686	 530	 104	  98	  92	 385	 444
212	 907	 758	 487	 107	  83	  80	1869	 153
213	 906	 696	 506	 103	  94	  82	2822	 132
214	 906	 695	 587	 114	  25	  92	1017	 225
215	 906	 664	 515	 111	3292	3424	 415	 244
216	 905	 895	 700	 117	3280	 105	 192	 146
217	 905	 715	 721	 100	  36	  55	1819	 154
218	 906	 682	 516	 110	  79	  80	 547	 229
219	 899	 975	 629	  89	 101	  80	 942	 232
220	 905	1117	 565	 116	 118	 557	 284	 328
221	 906	1033	 489	 125	3184	 575	 474	 342
222	 904	 986	 540	 135	  96	4131	 266	 330
223	 906	 814	 537	 137	  84	 115	 261	 325
224	 907	 776	 519	 124	   0	1744	 786	 430
225	 905	1089	 484	 123	   0	 177	 787	 427
226	 906	 875	 571	 116	3457	1744	 392	 667
227	 906	 828	 553	 118	  32	  61	 598	 661
228	 906	1115	 751	 175	   0	2781	 611	 858
229	 907	 630	 566	 162	   0	 104	1575	 846
230	 902	 581	 513	 121	  37	  80	1763	 438
231	 906	1109	 520	 113	3457	  88	 518	 447
232	 905	 675	 513	 132	  86	3055	 319	 221
233	 904	 575	 499	 169	  87	  67	1159	 210
234	 906	 995	 508	 114	  33	  72	 774	 462
235	 904	 683	 529	 108	3286	  53	 915	 432
236	 906	1227	 593	  89	   0	  77	1132	 707
237	 902	 845	 457	 121	   0	  60	 593	 714
238	 906	 686	 720	 146	3442	  63	 745	 431
239	 892	 684	 621	 137	  37	  55	 987	 446
240	 895	 547	 667	 113	  17	3253	1500	 392
241	 904	 818	 732	  99	1737	  56	 783	 383
242	 905	1249	 493	 175	1656	  66	1531	 291
243	 905	 774	 509	 157	  95	  58	 380	 308
244	 907	 682	 550	 124	  90	3265	 590	 431
245	 899	 917	 717	 136	  90	3261	 973	 425
246	 907	 896	 668	 132	3085	  58	 875	 199
247	 906	 572	 667	 118	 105	  54	1353	 204
248	 902	 909	 731	 142	   3	  76	 356	1052
249	 901	 910	 560	 158	1755	3433	 325	1078
250	 906	 502	 486	 126	 881	  65	1624	 876
251	 907	 695	 498	 114	 882	  63	1252	 852
252	 906	 874	 605	 130	 881	2476	 458	 343
253	 906	 758	 607	 141	 872	4021	1258	 346
254	 905	1252	 550	  97	1760	  71	 274	 930
255	 901	 695	 527	 111	   1	  62	 503	 939
256	19881	23357	62509	114494	31035	7582	5388	100612
