Total Rules: 212035

P0=12519 	P1=769   	P2=729   	P3=740   	P4=712   	
P5=810   	P6=23902 	P7=137713	P8=34141 	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 41986

srcMask=0: 75995
 1: 34999	 2: 3198	 3:    0	 4:    0	 5:    0	 6:   38	 7:  132	 8:  156	
 9:   81	10:   18	11:    0	12:    0	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19:    0	20:    0	21:  316	22: 2807	23: 5255	24: 5430	
25: 1995	26:  176	27:    0	28:    0	29:    0	30: 4216	31: 26075	32: 51148	

dstMask=0: 75995
 1: 12806	 2: 1751	 3:    0	 4:    0	 5:    0	 6:   34	 7:  147	 8:  144	
 9:   78	10:   14	11:    0	12:    0	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19:    0	20:    0	21: 1393	22: 16457	23: 29762	24: 27876	
25: 12763	26: 1596	27:  108	28:    0	29:    0	30: 3868	31: 25505	32: 52167	

IP	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort
24	   0	 144	 348	 229	   4	 370	 505	 188	   0	   0
25	   0	 142	 320	 208	5351	 370	 518	 206	1745	1796
26	   0	 142	 340	 226	   0	 369	 480	 210	   0	 316
27	   0	 143	 365	 205	   0	 374	 473	 202	 889	 885
28	   0	 142	 356	 175	   0	 361	 467	 171	   0	   0
29	   0	 144	 346	 179	   0	 371	 517	 209	   0	   0
30	   0	 142	 328	 213	   0	 374	 470	 205	23897	3476
31	   0	 143	 365	 204	   0	 368	 477	 202	   0	   0
32	   0	 142	 359	 199	   0	 359	 488	 210	   0	   0
33	   0	 143	 340	 183	   0	 365	 462	 210	   0	 896
34	   0	 143	 338	 214	5354	 364	 493	 203	 911	   0
35	   0	 144	 337	 190	   8	 362	 485	 221	   0	   0
36	   0	 143	 368	 193	   0	 367	 453	 200	   0	   0
37	   0	 143	 341	 185	   0	 358	 534	 200	   0	   0
38	   0	 141	 376	 171	   0	 373	 453	 209	   0	   0
39	   0	 143	 329	 205	   0	 367	 513	 191	23698	   0
40	   0	 142	 337	 233	5373	 370	 499	 221	   0	   0
41	   0	 144	 371	 192	   4	 364	 533	 194	   0	   0
42	   0	 142	 345	 197	   0	 363	 467	 207	   0	   0
43	   0	 143	 320	 220	   0	 361	 461	 168	   0	   0
44	   0	 142	 333	 189	   0	 373	 488	 214	   0	   0
45	   0	 143	 370	 199	   0	 365	 494	 191	   0	   0
46	   0	 143	 357	 198	   0	 377	 501	 187	   0	   0
47	   0	 144	 319	 210	   0	 358	 492	 193	   0	   0
48	   0	 144	 362	 191	2675	 367	 490	 198	   0	   0
49	   0	 143	 366	 212	   5	 375	 507	 206	   0	   0
50	   0	 143	 334	 175	   0	 368	 483	 193	   0	 829
51	   0	 143	 339	 214	   0	 368	 495	 209	   0	   0
52	   0	 143	 342	 218	   0	 356	 464	 199	   0	   0
53	   0	 143	 365	 189	   0	 366	 488	 211	   0	   0
54	   0	 142	 347	 182	2681	 373	 525	 215	   0	   0
55	   0	 143	 349	 199	   5	 378	 451	 224	   0	   0
56	   0	 143	 343	 208	   0	 359	 476	 204	   0	   0
57	   0	 143	 360	 191	   0	 366	 478	 210	   0	   0
58	   0	 143	 343	 171	5359	 365	 502	 219	   0	   0
59	   0	 143	 354	 181	   8	 377	 489	 198	   0	   0
60	   0	 144	 335	 198	   0	 366	 452	 197	   0	   0
61	   0	 142	 345	 193	   0	 370	 486	 198	   0	   0
62	   0	 142	 323	 196	   0	 376	 472	 199	   0	   0
63	   0	 143	 366	 199	   0	 374	 477	 226	   0	   0
64	   0	 238	 335	 217	   2	 503	 486	 210	   0	   0
65	   0	 238	 351	 164	1543	 523	 510	 186	   0	   0
66	   0	 238	 336	 209	   0	 503	 484	 225	   0	   0
67	   0	 237	 341	 196	   0	 521	 501	 215	   0	   0
68	   0	 237	 353	 201	   0	 508	 470	 200	   0	   0
69	   0	 239	 350	 200	   0	 524	 501	 217	   0	   0
70	6099	 237	 366	 195	3831	 508	 497	 205	   0	   0
71	   8	 238	 338	 209	   0	 499	 465	 204	   0	   0
72	   8	 238	 333	 201	   0	 499	 470	 207	   0	   0
73	6116	 238	 328	 202	3853	 526	 475	 171	   0	   0
74	   0	 238	 352	 174	   0	 517	 468	 217	   0	   0
75	   0	 238	 362	 203	   0	 508	 497	 199	   0	   0
76	   0	 238	 343	 213	1529	 497	 455	 201	   0	   0
77	   0	 237	 355	 174	   3	 518	 476	 220	   0	   0
78	   0	 238	 371	 165	   0	 515	 469	 211	   0	   0
79	   0	 239	 344	 206	   0	 507	 440	 192	   0	   0
80	  11	 238	 366	 181	   0	 503	 500	 213	   0	   0
81	6095	 238	 346	 210	3811	 514	 482	 207	   0	   0
82	   0	 238	 313	 196	   0	 502	 459	 203	   0	   0
83	   0	 238	 363	 214	   0	 513	 503	 207	   0	   0
84	   0	 239	 345	 200	   0	 514	 502	 234	   0	   0
85	   0	 238	 334	 206	   0	 493	 461	 203	   0	   0
86	   0	 238	 344	 223	1563	 516	 472	 212	   0	   0
87	   0	 238	 371	 202	   3	 510	 480	 205	   0	   0
88	   0	 239	 356	 219	   0	 516	 488	 184	   0	   0
89	   0	 239	 333	 201	   0	 521	 479	 187	   0	   0
90	   9	 237	 352	 182	   0	 514	 494	 221	   0	   0
91	6101	 238	 356	 206	3776	 517	 506	 216	   0	   0
92	   0	 238	 379	 212	   3	 515	 478	 201	   0	   0
93	   0	 238	 332	 204	1597	 520	 462	 154	   0	   0
94	   0	 237	 337	 215	   0	 519	 484	 193	   0	   0
95	   0	 239	 347	 206	   0	 506	 469	 209	   0	   0
96	   0	 239	 343	 185	1544	 511	 483	 210	   0	   0
97	   0	 238	 352	 213	   1	 505	 445	 231	   0	   0
98	   0	 237	 325	 190	   0	 511	 486	 188	   0	   0
99	   0	 238	 352	 228	   0	 512	 497	 184	   0	   0
100	  10	 237	 342	 199	   0	 526	 481	 198	   0	   0
101	6087	 237	 349	 182	3835	 523	 479	 211	   0	   0
102	   0	 239	 352	 181	   0	 513	 501	 210	   0	   0
103	   0	 238	 355	 186	   0	 510	 447	 197	   0	   0
104	   0	 238	 329	 196	   0	 516	 493	 212	   0	   0
105	   0	 237	 351	 209	   0	 510	 472	 208	   0	   0
106	   9	 239	 336	 211	   0	 512	 464	 180	   0	   0
107	6091	 238	 374	 206	3890	 506	 474	 246	   0	   0
108	   0	 238	 344	 202	   0	 512	 456	 214	   0	   0
109	   0	 239	 347	 187	   0	 497	 507	 177	   0	   0
110	   0	 238	 379	 185	   3	 514	 503	 203	   0	   0
111	   0	 237	 318	 229	1492	 502	 480	 206	   0	   0
112	   7	 239	 328	 202	   0	 510	 492	 216	   0	   0
113	6100	 238	 339	 214	3880	 512	 490	 202	   0	21067
114	   0	 237	 341	 205	   0	 507	 488	 212	   0	   0
115	   0	 239	 366	 202	   0	 502	 491	 208	   0	   0
116	   0	 238	 347	 215	1494	 509	 469	 195	   0	   0
117	   0	 238	 354	 187	   4	 508	 484	 190	   0	   0
118	   0	 237	 373	 175	   0	 509	 512	 215	   0	   0
119	   0	 239	 314	 207	   0	 518	 480	 196	   0	   0
120	   0	 237	 360	 210	   0	 511	 466	 201	   0	   0
121	   0	 240	 346	 224	   0	 530	 492	 195	   0	   0
122	6079	 238	 359	 218	3766	 517	 461	 231	   0	   0
123	  13	 238	 332	 206	   0	 505	 459	 211	   0	   0
124	   0	 238	 352	 203	   3	 513	 461	 195	   0	   0
125	   0	 238	 338	 190	1612	 514	 503	 202	   0	   0
126	   0	 239	 349	 194	   0	 518	 479	 201	   0	   0
127	   0	 237	 355	 199	   0	 504	 474	 204	   0	   0
128	   0	 572	 371	 194	   0	 805	 503	 191	   0	   0
129	   0	 570	 333	 221	   0	 794	 489	 192	   0	   0
130	   0	 571	 343	 194	   0	 827	 458	 209	   0	 299
131	   0	 571	 362	 242	   0	 838	 504	 172	   0	   0
132	   0	 570	 362	 221	5351	 811	 489	 222	   0	   0
133	   0	 571	 340	 191	   5	 784	 507	 219	   0	   0
134	   0	 572	 348	 201	   0	 826	 479	 221	   0	   0
135	   0	 571	 329	 192	   0	 837	 494	 203	   0	   0
136	   0	 571	 334	 181	   0	 796	 506	 192	   0	   0
137	   0	 570	 366	 227	   0	 810	 489	 206	   0	   0
138	   0	 572	 372	 202	5339	 811	 469	 177	   0	   0
139	   0	 569	 353	 207	   5	 796	 480	 220	   0	   0
140	   0	 570	 345	 212	   0	 813	 484	 218	   0	   0
141	   0	 574	 363	 203	   0	 812	 482	 208	   0	   0
142	   0	 570	 348	 186	   0	 835	 507	 194	   0	   0
143	   0	 571	 353	 196	   0	 833	 463	 238	   0	   0
144	   0	 572	 359	 173	   0	 801	 509	 212	   0	   0
145	   0	 571	 305	 201	   0	 811	 461	 222	   0	   0
146	   0	 572	 393	 221	5362	 808	 478	 172	   0	   0
147	   0	 570	 323	 219	   6	 815	 483	 182	   0	   0
148	   0	 571	 369	 183	   0	 831	 481	 205	   0	   0
149	   0	 572	 343	 226	   0	 822	 480	 179	   0	   0
150	   0	 570	 327	 195	   0	 809	 479	 211	   0	   0
151	   0	 573	 365	 207	   0	 801	 489	 204	   0	   0
152	   0	 570	 332	 216	   0	 832	 485	 191	   0	   0
153	   0	 570	 369	 221	   0	 820	 503	 219	   0	   0
154	   0	 571	 362	 207	   0	 812	 432	 181	   0	   0
155	   0	 572	 358	 206	   0	 833	 487	 201	   0	   0
156	   0	 571	 329	 201	   0	 824	 530	 210	   0	   0
157	   0	 572	 367	 217	   0	 827	 501	 193	   0	   0
158	   0	 572	 329	 212	5337	 808	 465	 174	   0	   0
159	   0	 571	 330	 198	   6	 805	 493	 196	   0	   0
160	   0	 569	 354	 204	   0	 823	 517	 194	   0	   0
161	   0	 573	 358	 204	   0	 825	 479	 234	   0	   0
162	   0	 574	 336	 181	   6	 816	 463	 209	   0	   0
163	   0	 571	 331	 206	2681	 812	 497	 186	   0	   0
164	   0	 572	 341	 206	2680	 809	 451	 220	   0	   0
165	   0	 570	 354	 215	   4	 830	 507	 220	   0	   0
166	   0	 572	 360	 188	   0	 813	 503	 223	   0	   0
167	   0	 568	 340	 197	   0	 830	 461	 199	   0	   0
168	   0	 570	 374	 227	   0	 802	 504	 211	   0	   0
169	   0	 571	 338	 193	   0	 826	 500	 189	   0	   0
170	   0	 572	 360	 198	   0	 824	 452	 204	   0	   0
171	   0	 571	 328	 211	   0	 803	 477	 184	   0	   0
172	   0	 571	 375	 188	   6	 841	 487	 235	   0	   0
173	   0	 572	 354	 173	5358	 813	 499	 183	   0	   0
174	   0	 573	 363	 207	   0	 801	 489	 201	   0	   0
175	   0	 570	 342	 196	   0	 830	 502	 204	   0	   0
176	   0	 573	 366	 205	5358	 810	 463	 206	   0	   0
177	   0	 569	 333	 175	   6	 832	 453	 220	   0	   0
178	   0	 569	 336	 204	   0	 816	 495	 223	   0	   0
179	   0	 572	 349	 195	   0	 818	 476	 174	   0	   0
180	   0	 572	 355	 183	   0	 822	 477	 198	   0	   0
181	   0	 571	 339	 189	   0	 815	 479	 249	   0	   0
182	   0	 572	 368	 197	   0	 823	 459	 200	   0	   0
183	   0	 572	 351	 203	   0	 804	 529	 194	   0	   0
184	   0	 571	 356	 206	   0	 839	 460	 215	   0	   0
185	   0	 573	 344	 202	   0	 816	 506	 215	   0	   0
186	   0	 570	 339	 202	   0	 841	 462	 199	   0	   0
187	   0	 571	 348	 193	   0	 809	 506	 192	   0	   0
188	   0	 572	 343	 189	   3	 820	 479	 204	   0	   0
189	   0	 571	 376	 206	5361	 803	 463	 203	   0	   0
190	   0	 571	 343	 191	   0	 821	 478	 234	   0	   0
191	   0	 571	 349	 213	   0	 807	 503	 213	   0	   0
192	   0	 571	 343	 209	   0	 992	 502	 215	   0	   0
193	   0	 570	 370	 182	   0	 980	 498	 188	   0	   0
194	  11	 571	 349	 211	   0	 990	 487	 214	   0	   0
195	6103	 569	 343	 215	3844	 991	 488	 205	   0	   0
196	   0	 569	 341	 194	 761	 967	 470	 230	   0	   0
197	   0	 572	 349	 192	   2	 981	 501	 224	   0	   0
198	   0	 571	 350	 198	 761	 988	 514	 225	   0	   0
199	   0	 571	 337	 188	   2	 999	 475	 204	   0	   0
200	   0	 572	 323	 194	   0	 971	 490	 201	   0	   0
201	   0	 569	 383	 203	   0	 969	 461	 182	   0	   0
202	   0	 571	 342	 200	   3	 980	 476	 223	   0	   0
203	   0	 568	 334	 215	1547	 972	 495	 194	   0	   0
204	   0	 569	 359	 209	   0	 999	 447	 191	   0	   0
205	   0	 572	 327	 184	   0	 996	 482	 212	   0	   0
206	   9	 570	 366	 184	   0	 982	 471	 218	   0	   0
207	6096	 570	 351	 207	3820	 974	 492	 203	   0	   0
208	   0	 571	 306	 187	   0	1006	 491	 198	   0	   0
209	   0	 570	 368	 204	   0	 971	 460	 216	   0	   0
210	  12	 570	 328	 196	   0	 987	 509	 199	   0	   0
211	6073	 570	 350	 193	3816	 980	 470	 184	   0	   0
212	   0	 572	 352	 223	1546	1007	 500	 211	   0	   0
213	   0	 570	 358	 199	   2	 982	 466	 222	   0	   0
214	   0	 569	 378	 175	   0	 982	 493	 202	   0	   0
215	   0	 571	 338	 199	   0	 977	 477	 222	   0	   0
216	   0	 571	 338	 204	   0	 988	 517	 196	   0	   0
217	   0	 568	 359	 176	   0	 975	 461	 212	   0	   0
218	   0	 570	 351	 211	   2	 988	 502	 214	   0	   0
219	   0	 568	 353	 200	1578	 996	 479	 217	   0	   0
220	   0	 570	 346	 208	   0	 985	 477	 208	   0	   0
221	   0	 570	 324	 211	   0	 979	 473	 173	   0	   0
222	   9	 570	 338	 218	   0	 984	 453	 219	   0	   0
223	6094	 569	 351	 208	3789	 975	 511	 193	   0	   0
224	   0	 571	 334	 178	   0	 982	 446	 204	   0	   0
225	   0	 570	 363	 191	   0	 960	 513	 197	   0	   0
226	  10	 570	 326	 203	   0	 980	 498	 222	   0	   0
227	6104	 570	 384	 222	3818	 973	 500	 220	   0	   0
228	   0	 570	 346	 189	   0	 988	 477	 172	   0	   0
229	   0	 570	 349	 193	   0	 993	 538	 186	   0	   0
230	   0	 569	 330	 206	1549	 948	 480	 222	   0	   0
231	   0	 572	 342	 180	   1	 987	 467	 219	   0	   0
232	   0	 572	 361	 192	   0	 965	 468	 219	   0	   0
233	   0	 569	 352	 194	   0	 957	 488	 192	   0	   0
234	6101	 570	 357	 214	3833	 995	 524	 185	   0	   0
235	   9	 569	 352	 200	   0	 981	 499	 188	   0	   0
236	   0	 570	 342	 190	   2	 984	 471	 199	   0	   0
237	   0	 571	 349	 188	1534	 989	 462	 202	   0	   0
238	   0	 570	 359	 186	   0	 982	 480	 212	   0	   0
239	   0	 570	 331	 217	   0	 981	 502	 210	   0	   0
240	6090	 571	 358	 204	3810	 981	 474	 180	   0	   0
241	  12	 569	 332	 208	   0	1006	 465	 197	   0	   0
242	   0	 569	 332	 199	   0	 991	 485	 172	   0	   0
243	   0	 571	 341	 183	   0	 969	 483	 201	   0	   0
244	   0	 569	 350	 194	1551	 999	 505	 179	   0	   0
245	   0	 571	 368	 208	   4	 971	 492	 199	   0	   0
246	   0	 569	 326	 177	   0	 993	 470	 223	   0	   0
247	   0	 572	 342	 183	   0	 987	 476	 187	   0	   0
248	   0	 570	 352	 203	1579	 991	 504	 198	   0	   0
249	   0	 570	 342	 204	   3	 982	 483	 202	   0	   0
250	   0	 570	 327	 197	   0	 987	 509	 190	   0	   0
251	   0	 569	 356	 230	   0	 979	 473	 229	   0	   0
252	   0	 570	 356	 217	   0	 990	 478	 189	   0	   0
253	   0	 569	 349	 166	   0	 976	 458	 207	   0	   0
254	   9	 569	 355	 202	   0	 989	 502	 204	   0	   0
255	6088	 572	 349	 199	3784	 986	 489	 226	   0	   0
256	114362	 255	8378	37892	40304	 236	47612	71716	132543	61700
var	7247	 192	 500	2346	2892	 244	2934	4452	8598	6191
